Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,263.37,0.0037969376,231,285.73,0.003499833,212.87
SSanAndreasIndio,277.37,0.0036053,205.16,0.0048742564,297,212.80,0.004699199,286.23
SSAFMCreek1000Palms,261.33,0.0038266,2053.91,4.868759E-4,30,2772.58,3.6067527E-4,21.96
NSanAndreasFortRoss,306.28,0.003265,235.37,0.004248713,259,237.57,0.0042092367,256.57
NSanAndreasNorthCoast,263.87,0.0037898,233.55,0.004281649,261,236.15,0.004234568,258.13
CalaverasfaultNorth,618.05,0.001618,394.72,0.0025334584,155,536.70,0.0018632555,113.72
ElsinoreTemecula,1019.16,9.812E-4,790.83,0.0012644882,78,811.92,0.0012316442,75.97
ElsinoreWhittier,3196.93,3.128E-4,1921.49,5.204295E-4,31,1968.92,5.078929E-4,30.26
SSAFCarrizoBidart,114.71,0.0087179,155.77,0.0064197225,392,157.97,0.0063304147,386.55
SanJacintoHogLake,311.78,0.0032074,411.16,0.0024321408,148,415.66,0.0024058346,146.39
PuenteHills,3506.31,2.852E-4,5714.79,1.7498442E-4,10,6010.95,1.6636304E-4,9.51
SanGregorioNorth,1019.06,9.813E-4,455.71,0.002194384,134,468.63,0.002133863,130.29
SanJacintoSuperstition,508.26,0.0019675,1347.92,7.418821E-4,45,1424.29,7.0210564E-4,42.61
SSanAndreasWrightwood,106.04,0.0094304,171.33,0.0058367113,356,173.15,0.005775184,352.24
SSanAndreasPitmanCanyon,173.48,0.0057643,161.76,0.0061819814,377,176.61,0.0056623314,345.35
SSanAndreasPlungeCreek,205.36,0.0048695,498.54,0.0020058388,123,568.50,0.0017589995,107.53
FrazierMountianSSAF,148.57,0.0067307,140.47,0.0071191434,434,144.87,0.00690263,420.81
NSanAndreasSantaCruzSeg,109.84,0.0091041,145.75,0.0068610976,418,161.85,0.0061784927,376.28
RodgersCreek,325.31,0.003074,278.86,0.0035860573,219,334.75,0.002987262,182.42
GreenValleyMasonRoad,293.31,0.0034094,2845.65,3.5141376E-4,22,3598.90,2.7786286E-4,17.43
HaywardfaultNorth,318.34,0.0031413,415.76,0.0024052262,146,425.78,0.002348638,142.54
HaywardfaultSouth,167.57,0.0059677,413.55,0.0024180852,147,444.83,0.002248033,136.7
Compton,2658.16,3.762E-4,6429.14,1.5554171E-4,9,6794.67,1.471742E-4,8.52
SSanAndreasCoachella,178.45,0.0056037,207.97,0.004808388,293,217.40,0.004599747,280.09
ElsinoreGlenIvy,179.12,0.0055828,704.76,0.0014189207,87,738.20,0.001354641,82.7
GarlockCentralallevents,1434.93,6.969E-4,723.79,0.0013816215,85,733.83,0.0013627064,83.85
NSanAndreasAlderCreek,869.64,0.0011499,233.85,0.004276304,261,236.75,0.004223814,257.73
SSanAndreasPallettCreek,149.30,0.006698,171.33,0.0058367113,356,173.18,0.0057743643,352.19
GarlockWesternallevents,1230.16,8.129E-4,911.27,0.0010973739,67,933.76,0.0010709373,65.41
ElsinoreFaultJulian,3250.98,3.076E-4,1367.59,7.312158E-4,44,1391.53,7.1863213E-4,43.26
TOTAL,9.08,0.1101451,19.27,0.05190413,3165,20.49,0.048800778,2975.37
