Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.003442758,0.001747698,0.0025410834,0.0018685261
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9672903E-4,1.8772652E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.002082049,0.0016976272,0.0013934972,0.0013281965
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],7.3773385E-4,7.05955E-4,7.213398E-4,7.102256E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0015082558,0.0012637223,0.0012787387,0.001242238
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.3773385E-4,6.053413E-4,5.082167E-4,4.965684E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.007213398,0.006818646,0.007098639,0.0068519996
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0013934972,0.0013600747,0.0013934972,0.0013717439
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0012951328,0.001190751,0.0010984037,0.0010745476
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0010820096,5.7991734E-4,3.1148762E-4,2.5888596E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0025738715,0.0022710543,0.0023935365,0.0023385133
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.004410009,0.0028051913,0.002491901,0.0022977567
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0043116445,0.0042385156,0.0042788563,0.00422965
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.008557713,0.0061565214,0.006852728,0.006172023
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004246068,0.0042008087,0.004246068,0.0042032255
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0043116445,0.0042081517,0.0042788563,0.0042280126
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0049182256,0.0046245176,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.295172E-4,1.939041E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.002524689,0.0022695062,0.0021968074,0.0021338984
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0050657727,0.0031622907,0.0035903046,0.0029948428
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0024591128,0.0024186359,0.0024263246,0.0024007626
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0018033495,0.0014686065,0.0012131623,0.0010560314
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.006557634,0.00636027,0.0064264815,0.0063452246
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.006836334,0.003884499,0.0037870337,0.003080818
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.007721614,0.005995296,0.0046395264,0.0044662184
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.007721614,0.005995296,0.0048690434,0.0046881535
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0058362945,0.005743522,0.0058362945,0.005777368
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.006688787,0.003850331,0.00573793,0.00531207
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.004590344,0.0030447813,0.0020164726,0.001750891
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.004164098,0.0031893807,0.0029181472,0.0026980112
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0058526886,0.0056888075,0.0058362945,0.005776728
