Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,433.09,0.002308965,88,509.66,0.001962097,74.69
SSanAndreasIndio,277.37,0.0036053,210.67,0.0047467407,181,218.46,0.0045774165,174.49
SSAFMCreek1000Palms,261.33,0.0038266,483.19,0.0020695773,77,544.21,0.00183753,68.46
CalaverasfaultNorth,618.05,0.001618,38125.91,0.0,0,∞,0.0,0
ElsinoreTemecula,1019.16,9.812E-4,823.19,0.0012147888,47,884.45,0.0011306403,43.77
ElsinoreWhittier,3196.93,3.128E-4,6493.00,1.540121E-4,5,10627.82,9.409265E-5,2.66
SSAFCarrizoBidart,114.71,0.0087179,126.62,0.0078975465,301,130.60,0.007657046,291.81
SanJacintoHogLake,311.78,0.0032074,313.14,0.0031934667,122,319.12,0.0031335885,119.68
SanGregorioNorth,1019.06,9.813E-4,190.34,0.0052536638,200,221.45,0.0045156144,171.98
SanJacintoSuperstition,508.26,0.0019675,1144.40,8.738239E-4,33,1232.51,8.113525E-4,30.67
SSanAndreasWrightwood,106.04,0.0094304,172.59,0.0057939356,220,174.73,0.005723155,217.29
SSanAndreasPitmanCanyon,173.48,0.0057643,419.53,0.0023836037,90,460.89,0.0021697346,81.94
SSanAndreasPlungeCreek,205.36,0.0048695,327.50,0.003053473,115,413.00,0.002421315,91.34
FrazierMountianSSAF,148.57,0.0067307,140.03,0.007141335,272,160.73,0.0062216646,236.29
NSanAndreasSantaCruzSeg,109.84,0.0091041,1668.85,5.992165E-4,23,1757.63,5.689487E-4,21.84
GreenValleyMasonRoad,293.31,0.0034094,5992.86,1.6686512E-4,7,6181.29,1.6177857E-4,6.6
HaywardfaultNorth,318.34,0.0031413,38125.91,0.0,0,∞,0.0,0
HaywardfaultSouth,167.57,0.0059677,911.40,0.0010972181,41,931.18,0.0010739022,40.15
Compton,2658.16,3.762E-4,2179.96,4.5872302E-4,18,2467.48,4.0527122E-4,15.98
SSanAndreasCoachella,178.45,0.0056037,213.04,0.0046939994,179,219.31,0.004559675,173.88
ElsinoreGlenIvy,179.12,0.0055828,991.42,0.001008652,39,1009.28,9.90805E-4,38.24
GarlockCentralallevents,1434.93,6.969E-4,778.80,0.0012840325,49,791.74,0.0012630476,48.2
SSanAndreasPallettCreek,149.30,0.006698,171.81,0.0058203917,221,174.18,0.0057412875,218.01
GarlockWesternallevents,1230.16,8.129E-4,932.62,0.0010722517,40,963.46,0.0010379296,38.73
ElsinoreFaultJulian,3250.98,3.076E-4,1319.01,7.5814704E-4,29,1361.16,7.346686E-4,28.1
TOTAL,10.14,0.0985812,21.52,0.046477668,1770,23.00,0.043482784,1655.8
