Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.003916488,0.002544154,0.0026665449,0.002197391
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.2499429E-4,1.112359E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0017082554,0.0014375389,0.0013332724,0.0012666382
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],5.833067E-4,5.679134E-4,4.9997715E-4,4.949774E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013749372,0.0011269666,0.0010832839,0.0010634747
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.499658E-4,6.359249E-4,5.4164196E-4,5.253325E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006874686,0.0063642184,0.0063330443,0.0061019645
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0013332724,0.0012874864,0.0013332724,0.0013147433
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0013332724,0.0011275227,0.0010832839,0.0010358443
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.166248E-4,5.401619E-4,2.4998857E-4,2.3185136E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.002458221,0.0021817083,0.002124903,0.0020771937
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0031665221,0.0024756263,0.0017082554,0.001646315
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.003916488,0.0038527714,0.003916488,0.0038763022
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.004583124,0.004002128,0.004416465,0.0041828086
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004083147,0.003977624,0.003999817,0.0039533684
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0045414595,0.004345248,0.0044997944,0.0043955455
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0047081183,0.0044156043,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.6665905E-4,1.5386475E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0022082324,0.0020202312,0.0018749144,0.001845697
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0028332039,0.0023485166,0.0022498972,0.0021630481
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020415734,0.002015237,0.0020415734,0.0020211576
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0014582667,0.0012246664,8.7496004E-4,8.119246E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0058747316,0.005684325,0.0056664078,0.0055872337
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0052080955,0.0036374556,0.003708164,0.0030658522
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0063330443,0.005363112,0.005624743,0.0053075813
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0063330443,0.005363112,0.0059163966,0.0056579607
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0049997717,0.0049080043,0.0049997717,0.0049419496
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.005708073,0.0037927742,0.0046664537,0.0044520427
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0034165108,0.0024032143,0.0018332496,0.001629021
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0038331582,0.002914892,0.0027498745,0.0025540462
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0050831013,0.004900401,0.0049997717,0.0049465494
