Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,266.11,0.0037578372,91,284.90,0.0035099848,84.99
SSanAndreasIndio,277.37,0.0036053,168.12,0.0059481617,142,175.67,0.0056926487,135.84
SSAFMCreek1000Palms,261.33,0.0038266,1914.54,5.223182E-4,13,2722.12,3.6736066E-4,9.02
NSanAndreasFortRoss,306.28,0.003265,249.48,0.004008397,96,252.29,0.0039637242,94.93
NSanAndreasNorthCoast,263.87,0.0037898,222.01,0.0045043174,108,227.27,0.004400136,105.51
CalaverasfaultNorth,618.05,0.001618,379.95,0.0026319546,64,458.49,0.0021810501,53.06
ElsinoreTemecula,1019.16,9.812E-4,940.08,0.0010637393,26,958.64,0.001043144,25.46
ElsinoreWhittier,3196.93,3.128E-4,1879.60,5.32027E-4,13,1927.19,5.1889045E-4,12.65
SSAFCarrizoBidart,114.71,0.0087179,176.34,0.005671023,136,178.93,0.0055887047,133.98
SanJacintoHogLake,311.78,0.0032074,488.45,0.0020472773,49,493.13,0.0020278774,48.5
PuenteHills,3506.31,2.852E-4,7347.72,1.3609664E-4,3,7643.18,1.3083566E-4,2.77
SanGregorioNorth,1019.06,9.813E-4,538.40,0.0018573427,45,547.00,0.0018281437,44.29
SanJacintoSuperstition,508.26,0.0019675,1971.09,5.073331E-4,12,2011.28,4.9719505E-4,11.74
SSanAndreasWrightwood,106.04,0.0094304,199.09,0.005022857,120,201.84,0.0049544033,118.34
SSanAndreasPitmanCanyon,173.48,0.0057643,197.43,0.005065066,121,211.30,0.0047326344,113.1
SSanAndreasPlungeCreek,205.36,0.0048695,539.80,0.0018525218,44,609.82,0.0016398368,38.97
FrazierMountianSSAF,148.57,0.0067307,154.97,0.006452654,155,160.79,0.0062193237,149.33
NSanAndreasSantaCruzSeg,109.84,0.0091041,225.69,0.0044308547,106,237.80,0.0042053023,100.58
RodgersCreek,325.31,0.003074,444.22,0.0022511282,54,463.15,0.0021591508,51.75
GreenValleyMasonRoad,293.31,0.0034094,3593.61,2.7827168E-4,6,3831.11,2.6102067E-4,5.63
HaywardfaultNorth,318.34,0.0031413,470.30,0.002126299,51,480.55,0.0020809388,49.92
HaywardfaultSouth,167.57,0.0059677,587.88,0.0017010393,41,609.82,0.0016398364,39.53
Compton,2658.16,3.762E-4,9230.99,1.083308E-4,2,12645.19,7.908148E-5,1.46
SSanAndreasCoachella,178.45,0.0056037,169.32,0.0059059765,141,180.31,0.005546009,132.37
ElsinoreGlenIvy,179.12,0.0055828,652.83,0.0015317845,37,707.42,0.0014135859,34.21
GarlockCentralallevents,1434.93,6.969E-4,735.66,0.0013593286,32,747.02,0.0013386579,31.51
NSanAndreasAlderCreek,869.64,0.0011499,254.84,0.00392401,94,257.63,0.0038814917,92.95
SSanAndreasPallettCreek,149.30,0.006698,199.09,0.005022857,120,201.50,0.004962831,118.54
GarlockWesternallevents,1230.16,8.129E-4,929.99,0.001075284,25,960.70,0.0010409052,24.19
ElsinoreFaultJulian,3250.98,3.076E-4,2051.00,4.8756733E-4,12,2077.76,4.812876E-4,11.85
TOTAL,9.08,0.1101451,20.52,0.048739225,1169,21.28,0.0470032,1127.29
