Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,472.74,0.0021153481,307,592.51,0.0016877331,244.8
SSanAndreasIndio,277.37,0.0036053,170.34,0.005870491,852,177.03,0.0056488365,819.82
SSAFMCreek1000Palms,261.33,0.0038266,1071.46,9.333087E-4,135,1441.28,6.9382985E-4,99.85
NSanAndreasFortRoss,306.28,0.003265,216.00,0.0046296436,672,218.64,0.0045737587,663.89
NSanAndreasNorthCoast,263.87,0.0037898,214.72,0.004657242,676,218.00,0.004587213,665.84
CalaverasfaultNorth,618.05,0.001618,388.25,0.002575629,373,464.19,0.0021543058,312.05
ElsinoreTemecula,1019.16,9.812E-4,1260.76,7.931697E-4,115,1271.99,7.861701E-4,113.96
ElsinoreWhittier,3196.93,3.128E-4,1753.46,5.703011E-4,83,1797.52,5.5632077E-4,80.98
SSAFCarrizoBidart,114.71,0.0087179,234.96,0.004256114,618,237.36,0.0042129774,611.69
SanJacintoHogLake,311.78,0.0032074,468.92,0.0021325771,310,473.84,0.002110423,306.79
PuenteHills,3506.31,2.852E-4,6732.13,1.4854138E-4,21,6966.92,1.4353539E-4,20.29
SanGregorioNorth,1019.06,9.813E-4,460.43,0.0021718717,315,471.95,0.0021188857,307.32
SanJacintoSuperstition,508.26,0.0019675,561.50,0.0017809289,258,883.11,0.0011323579,163.53
SSanAndreasWrightwood,106.04,0.0094304,221.99,0.0045046345,653,224.86,0.0044472446,644.68
SSanAndreasPitmanCanyon,173.48,0.0057643,225.92,0.0044262884,642,256.79,0.0038941896,564.86
SSanAndreasPlungeCreek,205.36,0.0048695,442.38,0.002260519,328,453.70,0.0022041127,319.83
FrazierMountianSSAF,148.57,0.0067307,145100.81,0.0,0,∞,0.0,0
NSanAndreasSantaCruzSeg,109.84,0.0091041,322.34,0.0031023477,450,326.45,0.0030632857,444.31
RodgersCreek,325.31,0.003074,506.30,0.001975101,286,525.21,0.0019040016,275.69
GreenValleyMasonRoad,293.31,0.0034094,145100.81,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,600.79,0.0016644623,241,615.18,0.0016255492,235.34
HaywardfaultSouth,167.57,0.0059677,528.94,0.0018905854,275,557.99,0.001792132,260.72
SSanAndreasCoachella,178.45,0.0056037,170.14,0.005877389,853,176.37,0.0056700176,822.9
ElsinoreGlenIvy,179.12,0.0055828,818.47,0.0012217907,178,847.54,0.0011798891,171.9
GarlockCentralallevents,1434.93,6.969E-4,820.07,0.0012194113,177,837.50,0.0011940359,173.32
NSanAndreasAlderCreek,869.64,0.0011499,217.29,0.0046020453,668,220.17,0.004541881,659.27
SSanAndreasPallettCreek,149.30,0.006698,221.99,0.0045046345,653,224.24,0.0044594896,646.43
GarlockWesternallevents,1230.16,8.129E-4,941.27,0.001062394,154,975.42,0.0010251944,148.61
ElsinoreFaultJulian,3250.98,3.076E-4,1690.25,5.9162854E-4,86,1706.73,5.859159E-4,85.17
TOTAL,9.11,0.1097689,21.97,0.045515653,6605,23.05,0.04339223,6296.89
