Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.860123,0.50381017,0.8810504,0.538711,0.33238843
20.00,0.6086442,0.25382468,0.6562218,0.2902096,0.110482074
30.00,0.38172144,0.12787946,0.4376757,0.15633911,0.036722966
40.00,0.2111226,0.06442697,0.26330683,0.0842216,0.012206289
50.00,0.1085852,0.03245896,0.14958498,0.045371108,0.004057229
60.00,0.049531534,0.016353155,0.07681187,0.024441916,0.001348576
70.00,0.023906616,0.008238886,0.039204735,0.01316713,4.4825108E-4
80.00,0.00777736,0.0041508344,0.016480867,0.007093278,1.4899348E-4
90.00,0.003049115,0.0020912327,0.006801457,0.0038212272,4.952371E-5
100.00,4.2968933E-4,0.0010535843,0.0017593605,0.0020585372,1.6461108E-5
110.00,0.0,5.308065E-4,6.506497E-4,0.0011089568,5.4714824E-6
120.00,0.0,2.674257E-4,1.8823435E-4,5.974072E-4,1.8186574E-6
130.00,0.0,1.3473179E-4,1.04428786E-4,3.2182987E-4,6.045007E-7
140.00,0.0,6.787924E-5,3.4843802E-6,1.7337331E-4,2.0092905E-7
150.00,0.0,3.4198252E-5,0.0,9.3398114E-5,6.678649E-8
