Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,205.96,0.004855427,1778,234.40,0.004266239,1562.22
SSanAndreasIndio,277.37,0.0036053,171.29,0.0058380268,2137,182.07,0.005492326,2010.43
SSAFMCreek1000Palms,261.33,0.0038266,1523.27,6.564832E-4,239,2246.04,4.4522726E-4,161.91
NSanAndreasFortRoss,306.28,0.003265,184.03,0.005433937,1989,186.83,0.0053523565,1959.11
NSanAndreasNorthCoast,263.87,0.0037898,172.90,0.005783808,2117,178.24,0.005610431,2053.54
CalaverasfaultNorth,618.05,0.001618,160.49,0.0062310765,2281,233.04,0.004291124,1570.44
ElsinoreTemecula,1019.16,9.812E-4,653.42,0.0015304202,560,682.10,0.0014660619,536.45
ElsinoreWhittier,3196.93,3.128E-4,1474.63,6.781379E-4,248,1554.20,6.4341875E-4,235.3
SSAFCarrizoBidart,114.71,0.0087179,116.31,0.008597845,3147,119.97,0.008335466,3050.95
SanJacintoHogLake,311.78,0.0032074,355.08,0.0028162324,1031,359.09,0.0027848384,1019.49
PuenteHills,3506.31,2.852E-4,4811.12,2.0785164E-4,76,5293.25,1.8891992E-4,69.11
SanGregorioNorth,1019.06,9.813E-4,384.07,0.0026036939,953,396.73,0.0025206157,922.6
SanJacintoSuperstition,508.26,0.0019675,1151.56,8.683841E-4,317,1248.89,8.00712E-4,292.27
SSanAndreasWrightwood,106.04,0.0094304,148.46,0.006735822,2465,150.33,0.006651868,2434.28
SSanAndreasPitmanCanyon,173.48,0.0057643,134.17,0.00745348,2728,152.92,0.006539576,2393.39
SSanAndreasPlungeCreek,205.36,0.0048695,343.45,0.0029116059,1065,430.98,0.0023202812,848.68
FrazierMountianSSAF,148.57,0.0067307,112.24,0.0089094015,3261,118.60,0.008431895,3086.08
NSanAndreasSantaCruzSeg,109.84,0.0091041,117.48,0.0085122725,3114,136.77,0.007311714,2674.78
RodgersCreek,325.31,0.003074,161.95,0.0061748787,2259,224.99,0.00444469,1625.95
GreenValleyMasonRoad,293.31,0.0034094,1605.53,6.228488E-4,227,2240.29,4.463708E-4,162.61
HaywardfaultNorth,318.34,0.0031413,354.99,0.0028169893,1030,366.25,0.0027303987,998.35
HaywardfaultSouth,167.57,0.0059677,336.83,0.0029688186,1086,373.68,0.0026760937,978.95
Compton,2658.16,3.762E-4,5597.95,1.7863687E-4,65,6224.49,1.6065573E-4,58.35
SSanAndreasCoachella,178.45,0.0056037,174.39,0.0057341666,2099,186.52,0.0053613055,1962.52
ElsinoreGlenIvy,179.12,0.0055828,552.66,0.0018094336,662,602.00,0.0016611196,607.67
GarlockCentralallevents,1434.93,6.969E-4,612.13,0.0016336435,598,622.91,0.0016053788,587.63
NSanAndreasAlderCreek,869.64,0.0011499,184.40,0.0054230033,1985,187.29,0.005339335,1954.39
SSanAndreasPallettCreek,149.30,0.006698,148.52,0.0067330883,2464,150.34,0.006651673,2434.2
GarlockWesternallevents,1230.16,8.129E-4,802.97,0.0012453744,456,826.67,0.001209675,442.9
ElsinoreFaultJulian,3250.98,3.076E-4,1211.39,8.2549895E-4,302,1236.98,8.084223E-4,295.71
TOTAL,9.08,0.1101451,13.83,0.07230538,26464,15.45,0.064720005,23687.57
