Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.84617823,0.4852681,0.87074953,0.52350956,0.33238843
20.00,0.5767688,0.23548512,0.6304527,0.27406225,0.110482074
30.00,0.3495181,0.114273414,0.41095707,0.1434742,0.036722966
40.00,0.1920877,0.05545324,0.24669464,0.075110115,0.012206289
50.00,0.09529756,0.026909688,0.13407555,0.03932086,0.004057229
60.00,0.043937024,0.013058414,0.06994118,0.020584846,0.001348576
70.00,0.021014238,0.0063368315,0.03481891,0.010776363,4.4825108E-4
80.00,0.007989293,0.003075062,0.015051005,0.005641529,1.4899348E-4
90.00,0.0025807102,0.0014922295,0.0056615714,0.0029533943,4.952371E-5
100.00,0.0010297495,7.2413136E-4,0.0020952695,0.00154613,1.6461108E-5
110.00,3.9409686E-4,3.5139784E-4,9.533426E-4,8.0941385E-4,5.4714824E-6
120.00,0.0,1.7052215E-4,1.6701248E-4,4.2373588E-4,1.8186574E-6
130.00,0.0,8.2748964E-5,1.3372132E-5,2.2182977E-4,6.045007E-7
140.00,0.0,4.015543E-5,0.0,1.1613E-4,2.0092905E-7
