Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,200.14,0.0049965647,147,236.47,0.004228903,124.5
SSanAndreasIndio,277.37,0.0036053,174.45,0.0057323817,170,184.37,0.005423901,160.82
SSAFMCreek1000Palms,261.33,0.0038266,333.88,0.0029950473,89,360.47,0.0027741478,81.78
Compton,2658.16,3.762E-4,6427.91,1.5557163E-4,5,6825.10,1.4651798E-4,4.64
SSanAndreasCoachella,178.45,0.0056037,185.42,0.0053931875,160,194.42,0.00514341,152.57
ElsinoreTemecula,1019.16,9.812E-4,698.86,0.0014309075,43,726.36,0.0013767207,41.28
ElsinoreWhittier,3196.93,3.128E-4,1287.54,7.766747E-4,23,1377.55,7.2592427E-4,21.51
SSAFCarrizoBidart,114.71,0.0087179,122.28,0.008177931,241,125.49,0.007968762,234.82
SanJacintoHogLake,311.78,0.0032074,271.08,0.0036889317,109,274.63,0.0036412985,107.59
PuenteHills,3506.31,2.852E-4,4285.27,2.3335744E-4,7,4616.38,2.1661985E-4,6.34
ElsinoreGlenIvy,179.12,0.0055828,575.53,0.0017375306,52,606.81,0.0016479624,49.32
GarlockCentralallevents,1434.93,6.969E-4,565.28,0.0017690235,52,580.55,0.0017225058,50.64
SanJacintoSuperstition,508.26,0.0019675,1192.77,8.3838706E-4,25,1289.44,7.7553064E-4,23.03
SSanAndreasWrightwood,106.04,0.0094304,130.53,0.007661128,226,133.17,0.007508927,221.53
SSanAndreasPitmanCanyon,173.48,0.0057643,147.58,0.006775842,200,158.59,0.006305519,186.13
SSanAndreasPlungeCreek,205.36,0.0048695,405.89,0.0024637135,72,491.90,0.0020329326,59.2
SSanAndreasPallettCreek,149.30,0.006698,132.29,0.0075589796,223,134.03,0.007460749,220.07
GarlockWesternallevents,1230.16,8.129E-4,856.46,0.0011676033,34,867.23,0.0011530967,33.59
FrazierMountianSSAF,148.57,0.0067307,103.66,0.009646475,284,110.81,0.009024237,265.64
NSanAndreasSantaCruzSeg,109.84,0.0091041,120.54,0.00829567,244,166.79,0.0059955274,176.01
ElsinoreFaultJulian,3250.98,3.076E-4,1135.20,8.809058E-4,26,1164.06,8.590593E-4,25.38
TOTAL,11.94,0.0837487,20.28,0.049318835,1455,22.01,0.04543472,1340.49
