Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.7114805E-4,2.5162462E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0024064388,0.0019340189,0.0017624623,0.001663627
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.4901817E-4,8.9534704E-4,8.8123116E-4,8.6090463E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0014913143,0.0013731695,0.0014574208,0.0014039719
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0010506987,8.8657805E-4,7.7955064E-4,7.339964E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.010168051,0.009011885,0.0087784175,0.008415379
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0017624623,0.0016790193,0.0017624623,0.0017184477
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0012201662,0.0011278476,0.0011523792,0.0011331707
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.008473377,0.0059006577,0.008270015,0.0066942456
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],3.0504155E-4,2.6404948E-4,0.0,0.0
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.003762179,0.0035696316,0.003694392,0.003639054
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0022369714,0.0017955599,0.0013557402,0.001141493
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.008303909,0.00801851,0.008168335,0.007952504
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0070837424,0.00410722,0.0042027947,0.0033089833
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.009286821,0.0068983613,0.005422961,0.0051712333
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.009286821,0.0068983613,0.005761896,0.005442165
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0075921454,0.0074198493,0.0075582517,0.007454007
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0070159556,0.004818665,0.006507553,0.0060714823
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.004880665,0.0032633406,0.0022708648,0.0019420207
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0048128776,0.0035105508,0.0029148415,0.0027101603
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0077616125,0.007480101,0.007659932,0.007504413
