Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,215.66,0.0046370113,1173,242.70,0.0041203774,1042.25
SSanAndreasIndio,277.37,0.0036053,177.22,0.0056426493,1428,187.35,0.0053375876,1350.76
SSAFMCreek1000Palms,261.33,0.0038266,2171.84,4.6043802E-4,117,3113.89,3.211415E-4,81.49
NSanAndreasFortRoss,306.28,0.003265,203.34,0.004917979,1244,205.62,0.004863384,1230.19
NSanAndreasNorthCoast,263.87,0.0037898,203.01,0.0049258918,1246,206.05,0.0048532616,1227.6
CalaverasfaultNorth,618.05,0.001618,383.59,0.0026069712,659,533.86,0.0018731467,472.93
ElsinoreTemecula,1019.16,9.812E-4,684.45,0.0014610208,370,710.70,0.001407055,356.33
ElsinoreWhittier,3196.93,3.128E-4,1473.50,6.786566E-4,171,1570.83,6.366052E-4,160.31
SSAFCarrizoBidart,114.71,0.0087179,134.56,0.0074314987,1881,137.06,0.0072960895,1846.69
SanJacintoHogLake,311.78,0.0032074,361.44,0.0027667258,700,365.14,0.002738659,692.9
PuenteHills,3506.31,2.852E-4,4924.00,2.030869E-4,51,5410.64,1.8482086E-4,46.08
SanGregorioNorth,1019.06,9.813E-4,386.66,0.002586242,654,400.22,0.0024986074,631.84
SanJacintoSuperstition,508.26,0.0019675,1261.52,7.9269765E-4,201,1340.14,7.4619096E-4,189.16
SSanAndreasWrightwood,106.04,0.0094304,151.20,0.0066138213,1674,152.89,0.0065405127,1655.43
SSanAndreasPitmanCanyon,173.48,0.0057643,144.38,0.0069261286,1752,159.93,0.006252843,1581.75
SSanAndreasPlungeCreek,205.36,0.0048695,432.17,0.0023139068,584,513.82,0.0019462168,491.22
FrazierMountianSSAF,148.57,0.0067307,122.73,0.00814769,2062,127.51,0.007842622,1984.81
NSanAndreasSantaCruzSeg,109.84,0.0091041,130.35,0.0076718978,1942,149.13,0.0067056357,1697.39
RodgersCreek,325.31,0.003074,238.19,0.004198341,1062,300.95,0.0033227764,840.43
GreenValleyMasonRoad,293.31,0.0034094,2687.56,3.720841E-4,94,3457.21,2.8925075E-4,73.04
HaywardfaultNorth,318.34,0.0031413,366.21,0.0027307058,690,377.10,0.0026518349,670.07
HaywardfaultSouth,167.57,0.0059677,364.71,0.0027418735,694,397.59,0.002515172,636.65
Compton,2658.16,3.762E-4,6116.43,1.634941E-4,40,6573.06,1.5213602E-4,37.25
SSanAndreasCoachella,178.45,0.0056037,181.68,0.005504252,1393,192.72,0.0051889974,1313.16
ElsinoreGlenIvy,179.12,0.0055828,562.11,0.0017790009,450,604.56,0.0016541019,418.46
GarlockCentralallevents,1434.93,6.969E-4,648.37,0.0015423372,390,658.60,0.0015183839,383.95
NSanAndreasAlderCreek,869.64,0.0011499,203.22,0.00492068,1245,205.77,0.0048597828,1229.52
SSanAndreasPallettCreek,149.30,0.006698,151.02,0.0066217277,1676,152.72,0.006547758,1657.27
GarlockWesternallevents,1230.16,8.129E-4,819.08,0.0012208803,309,840.21,0.0011901779,301.23
ElsinoreFaultJulian,3250.98,3.076E-4,1232.02,8.1167824E-4,206,1260.80,7.9314836E-4,201.3
TOTAL,9.08,0.1101451,16.82,0.05943578,15040,18.14,0.05513221,13950.86
