Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8624874,0.50720936,0.88312393,0.5415816,0.33238843
20.00,0.6109846,0.25726137,0.6567922,0.29331058,0.110482074
30.00,0.38461402,0.13048537,0.4389261,0.1588516,0.036722966
40.00,0.21915475,0.0661834,0.2697083,0.086031094,0.012206289
50.00,0.11393453,0.033568844,0.15281667,0.046592854,0.004057229
60.00,0.05373806,0.017026434,0.0797397,0.02523383,0.001348576
70.00,0.024777567,0.008635966,0.040415216,0.013666176,4.4825108E-4
80.00,0.011236912,0.0043802434,0.01961164,0.007401349,1.4899348E-4
90.00,0.004572907,0.0022217005,0.0091783,0.0040084342,4.952371E-5
100.00,9.398935E-4,0.0011268674,0.0028089555,0.002170894,1.6461108E-5
110.00,3.623841E-4,5.7155767E-4,0.0011867373,0.0011757162,5.4714824E-6
120.00,0.0,2.898994E-4,2.1538686E-4,6.367462E-4,1.8186574E-6
130.00,0.0,1.4703971E-4,1.0189613E-4,3.4484998E-4,6.045007E-7
140.00,0.0,7.457992E-5,1.9672074E-5,1.8676439E-4,2.0092905E-7
150.00,0.0,3.7827635E-5,6.502815E-6,1.0114814E-4,6.678649E-8
160.00,0.0,1.9186531E-5,0.0,5.477997E-5,2.2199057E-8
