Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97342664,0.7601127,0.977147,0.7758538,0.72878754
20.00,0.90764886,0.5777713,0.91970646,0.60194916,0.53113127
30.00,0.8107939,0.43917134,0.832757,0.46702456,0.3870819
40.00,0.6898311,0.33381972,0.72390205,0.3623428,0.28210047
50.00,0.5692332,0.2537406,0.6135365,0.28112507,0.2055913
60.00,0.45816672,0.19287147,0.50735164,0.21811196,0.14983238
70.00,0.35267356,0.14660405,0.4034509,0.169223,0.10919597
80.00,0.2572569,0.1114356,0.30801627,0.13129231,0.079580665
90.00,0.17800695,0.08470362,0.22612613,0.101863645,0.057997398
100.00,0.118401475,0.0643843,0.15901838,0.079031296,0.04226778
110.00,0.07431947,0.04893932,0.107220195,0.061316736,0.030804234
120.00,0.03944413,0.0371994,0.064841785,0.047572825,0.022449743
130.00,0.015111679,0.028275738,0.031756505,0.036909558,0.016361093
140.00,0.0051958514,0.021492748,0.013269199,0.028636424,0.011923761
150.00,9.801685E-4,0.01633691,0.004647811,0.02221768,0.008689889
160.00,5.8794254E-4,0.012417893,0.0021291713,0.01723767,0.0063330824
170.00,0.0,0.009438998,9.832627E-4,0.013373913,0.0046154717
180.00,0.0,0.0071747024,4.911364E-4,0.010376202,0.0033636983
190.00,0.0,0.0054535824,3.3655035E-4,0.008050417,0.0024514215
200.00,0.0,0.0041453373,1.6306204E-4,0.0062459465,0.0017865654
210.00,0.0,0.0031509236,8.860861E-5,0.0048459414,0.0013020267
220.00,0.0,0.0023950571,6.0983486E-5,0.0037597422,9.489008E-4
230.00,0.0,0.0018205134,2.1354726E-5,0.0029170103,6.915471E-4
240.00,0.0,0.0013837954,1.422123E-5,0.0022631737,5.039909E-4
250.00,0.0,0.0010518405,1.00860125E-5,0.0017558921,3.673023E-4
260.00,0.0,7.9951726E-4,0.0,0.0013623156,2.6768536E-4
