Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,319.34,0.0031314692,97,340.96,0.0029329106,90.69
SSanAndreasIndio,277.37,0.0036053,206.92,0.0048326883,149,213.74,0.0046786256,144.2
SSAFMCreek1000Palms,261.33,0.0038266,2262.05,4.420768E-4,12,2784.74,3.5909968E-4,9.43
NSanAndreasFortRoss,306.28,0.003265,296.04,0.0033779338,104,299.41,0.0033398834,102.83
NSanAndreasNorthCoast,263.87,0.0037898,272.25,0.0036730932,113,275.94,0.0036239314,111.48
CalaverasfaultNorth,618.05,0.001618,404.85,0.0024700763,76,464.08,0.00215479,66.22
ElsinoreTemecula,1019.16,9.812E-4,1058.20,9.450008E-4,29,1075.49,9.29811E-4,28.54
ElsinoreWhittier,3196.93,3.128E-4,2526.46,3.9581073E-4,12,2616.12,3.8224543E-4,11.58
SSAFCarrizoBidart,114.71,0.0087179,212.30,0.0047104135,145,216.14,0.0046266373,142.42
SanJacintoHogLake,311.78,0.0032074,594.24,0.0016828266,52,599.88,0.001666988,51.5
PuenteHills,3506.31,2.852E-4,9848.97,1.0153342E-4,3,9850.52,1.0151745E-4,2.97
SanGregorioNorth,1019.06,9.813E-4,660.84,0.0015132262,47,669.07,0.0014946131,46.42
SanJacintoSuperstition,508.26,0.0019675,2051.67,4.8740662E-4,15,2088.11,4.7890242E-4,14.72
SSanAndreasWrightwood,106.04,0.0094304,242.68,0.004120736,127,245.07,0.0040804325,125.75
SSanAndreasPitmanCanyon,173.48,0.0057643,250.63,0.0039899186,123,256.64,0.0038964676,120.11
SSanAndreasPlungeCreek,205.36,0.0048695,613.34,0.0016304257,50,676.33,0.0014785643,45.23
FrazierMountianSSAF,148.57,0.0067307,215.67,0.004636691,142,219.85,0.004548614,139.3
NSanAndreasSantaCruzSeg,109.84,0.0091041,266.28,0.0037554186,115,280.93,0.003559567,108.93
RodgersCreek,325.31,0.003074,532.35,0.0018784638,58,550.15,0.0018176715,56.14
GreenValleyMasonRoad,293.31,0.0034094,5597.38,1.7865491E-4,6,5772.94,1.7322188E-4,5.81
HaywardfaultNorth,318.34,0.0031413,556.81,0.0017959392,56,572.28,0.0017473834,54.48
HaywardfaultSouth,167.57,0.0059677,631.62,0.0015832265,49,645.98,0.001548026,47.9
Compton,2658.16,3.762E-4,9848.97,1.0153342E-4,3,9509.56,1.0515729E-4,2.72
SSanAndreasCoachella,178.45,0.0056037,211.21,0.0047347285,146,221.75,0.004509551,139
ElsinoreGlenIvy,179.12,0.0055828,846.56,0.0011812509,36,885.28,0.0011295839,34.44
GarlockCentralallevents,1434.93,6.969E-4,980.36,0.0010200298,31,990.09,0.0010100126,30.66
NSanAndreasAlderCreek,869.64,0.0011499,293.19,0.0034107293,105,296.93,0.0033677672,103.69
SSanAndreasPallettCreek,149.30,0.006698,242.68,0.004120736,127,244.99,0.0040817843,125.79
GarlockWesternallevents,1230.16,8.129E-4,1163.42,8.595332E-4,26,1179.77,8.4762124E-4,25.63
ElsinoreFaultJulian,3250.98,3.076E-4,2315.73,4.3182852E-4,13,2341.10,4.2715037E-4,12.87
TOTAL,9.08,0.1101451,25.81,0.038747508,1191,26.56,0.037645645,1157.16
