Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.99219894,0.86345315,0.9924991,0.8660305,0.72878754
20.00,0.97196937,0.74555135,0.9731431,0.7500089,0.53113127
30.00,0.93869966,0.6437487,0.94112056,0.6495306,0.3870819
40.00,0.89435065,0.5558468,0.8983187,0.5625133,0.28210047
50.00,0.84276164,0.47994772,0.84832114,0.4871537,0.2055913
60.00,0.7866546,0.41441235,0.7936854,0.42189,0.14983238
70.00,0.725096,0.35782567,0.7333555,0.36536962,0.10919597
80.00,0.6658828,0.3089657,0.6758065,0.31642124,0.079580665
90.00,0.598487,0.26677743,0.6097981,0.27403045,0.057997398
100.00,0.5377099,0.2303498,0.54959816,0.23731874,0.04226778
110.00,0.48339805,0.19889626,0.49568442,0.20552526,0.030804234
120.00,0.42511114,0.17173761,0.43774447,0.17799115,0.022449743
130.00,0.35882577,0.14828739,0.37187183,0.15414578,0.016361093
140.00,0.30018327,0.12803921,0.3132831,0.13349494,0.011923761
150.00,0.25264436,0.11055586,0.26519582,0.115610704,0.008689889
160.00,0.20361464,0.095459804,0.21521698,0.1001224,0.0063330824
170.00,0.16515635,0.08242507,0.17609803,0.08670905,0.0046154717
180.00,0.1394113,0.07117019,0.14910915,0.07509269,0.0033636983
190.00,0.10837686,0.061452124,0.11697266,0.06503256,0.0024514215
200.00,0.08707484,0.05306103,0.09497751,0.056320183,0.0017865654
210.00,0.06673147,0.045815714,0.07346806,0.048774995,0.0013020267
220.00,0.04832171,0.039559722,0.054422952,0.042240635,9.489008E-4
230.00,0.031987943,0.03415797,0.037353504,0.03658168,6.915471E-4
240.00,0.023413362,0.029493805,0.027644001,0.031680852,5.039909E-4
250.00,0.017991073,0.02546652,0.021120712,0.027436586,3.673023E-4
260.00,0.011042562,0.021989146,0.013192155,0.02376092,2.6768536E-4
270.00,0.0079623265,0.018986598,0.009258765,0.020577682,1.9508575E-4
280.00,0.0035272732,0.016394038,0.0046120635,0.017820902,1.4217607E-4
290.00,0.0026105442,0.014155485,0.0034719498,0.015433445,1.0361615E-4
300.00,0.001150431,0.012222597,0.0014822112,0.013365834,7.551416E-5
310.00,0.0,0.01055364,4.3362405E-4,0.01157522,5.503378E-5
320.00,0.0,0.009112574,2.2330915E-4,0.0100244945,4.0107934E-5
330.00,0.0,0.007868282,1.6993062E-4,0.008681518,2.9230163E-5
340.00,0.0,0.0067938925,1.4353503E-4,0.0075184596,2.1302578E-5
350.00,0.0,0.0058662076,1.2160481E-4,0.0065112156,1.5525055E-5
360.00,0.0,0.0050651957,1.0337236E-4,0.0056389114,1.1314466E-5
370.00,0.0,0.0043735593,6.520751E-5,0.0048834695,8.245842E-6
380.00,0.0,0.0037763636,5.469963E-5,0.0042292336,6.009467E-6
390.00,0.0,0.003260713,4.9447885E-5,0.0036626456,4.379625E-6
400.00,0.0,0.002815473,4.062363E-5,0.003171963,3.1918162E-6
410.00,0.0,0.002431029,2.7285072E-5,0.0027470167,2.3261557E-6
420.00,0.0,0.0020990798,0.0,0.0023790002,1.6952735E-6
