Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,405.73,0.0024646726,838,419.70,0.0023826375,810.12
SSanAndreasIndio,277.37,0.0036053,322.31,0.0031025573,1056,327.88,0.003049929,1038.09
SSAFMCreek1000Palms,261.33,0.0038266,2945.41,3.3951155E-4,116,3547.36,2.8189996E-4,95.78
NSanAndreasFortRoss,306.28,0.003265,355.98,0.002809175,957,359.81,0.0027792535,946.79
NSanAndreasNorthCoast,263.87,0.0037898,356.72,0.0028032982,955,360.43,0.0027744349,945.16
CalaverasfaultNorth,618.05,0.001618,467.02,0.0021412238,729,512.78,0.0019501538,663.81
ElsinoreTemecula,1019.16,9.812E-4,1320.21,7.5745577E-4,258,1335.92,7.4854866E-4,254.96
ElsinoreWhittier,3196.93,3.128E-4,3014.18,3.317654E-4,111,3047.67,3.2811897E-4,109.77
SSAFCarrizoBidart,114.71,0.0087179,230.80,0.0043327226,1475,233.46,0.004283369,1458.15
SanJacintoHogLake,311.78,0.0032074,532.75,0.0018770546,640,538.64,0.0018565216,632.99
PuenteHills,3506.31,2.852E-4,10877.60,9.193203E-5,30,11117.19,8.995078E-5,29.29
SanGregorioNorth,1019.06,9.813E-4,642.27,0.0015569758,530,651.39,0.0015351698,522.55
SanJacintoSuperstition,508.26,0.0019675,2036.87,4.909493E-4,168,2072.65,4.824752E-4,164.96
SSanAndreasWrightwood,106.04,0.0094304,278.48,0.0035908835,1223,281.51,0.0035522648,1209.84
SSanAndreasPitmanCanyon,173.48,0.0057643,283.35,0.0035291743,1202,291.69,0.0034282652,1167.66
SSanAndreasPlungeCreek,205.36,0.0048695,775.34,0.0012897527,439,818.62,0.001221565,415.76
FrazierMountianSSAF,148.57,0.0067307,182.29,0.0054859,1867,186.08,0.0053741243,1828.98
NSanAndreasSantaCruzSeg,109.84,0.0091041,337.82,0.0029601865,1008,347.64,0.00287658,979.54
RodgersCreek,325.31,0.003074,652.91,0.0015316088,521,665.88,0.0015017629,510.8
GreenValleyMasonRoad,293.31,0.0034094,5534.41,1.8068757E-4,61,5720.45,1.7481142E-4,59.02
HaywardfaultNorth,318.34,0.0031413,666.48,0.0015004104,511,675.63,0.0014800918,504.08
HaywardfaultSouth,167.57,0.0059677,770.36,0.0012980981,442,788.92,0.0012675553,431.61
Compton,2658.16,3.762E-4,13167.63,7.594378E-5,24,13351.04,7.4900534E-5,23.64
SSanAndreasCoachella,178.45,0.0056037,326.65,0.0030613858,1042,333.08,0.003002293,1021.89
ElsinoreGlenIvy,179.12,0.0055828,1214.35,8.2348887E-4,280,1234.30,8.1017864E-4,275.46
GarlockCentralallevents,1434.93,6.969E-4,1097.71,9.1098854E-4,310,1109.59,9.012324E-4,306.67
NSanAndreasAlderCreek,869.64,0.0011499,354.12,0.0028238674,962,357.90,0.0027940709,951.85
SSanAndreasPallettCreek,149.30,0.006698,280.09,0.0035703136,1216,282.96,0.0035340833,1203.65
GarlockWesternallevents,1230.16,8.129E-4,1504.69,6.6458783E-4,226,1523.79,6.562583E-4,223.18
ElsinoreFaultJulian,3250.98,3.076E-4,1940.92,5.152185E-4,176,1967.34,5.0829985E-4,173.65
TOTAL,9.08,0.1101451,29.46,0.03394735,11558,30.04,0.033290062,11334.23
