Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0031749534,0.001901398,0.002141111,0.001946142
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.351044E-4,1.280568E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0013921628,0.0011042793,8.0181524E-4,7.901281E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],5.551029E-4,5.3180964E-4,5.1692117E-4,5.0991715E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],8.576192E-4,7.614884E-4,7.665706E-4,7.5342035E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.462917E-4,4.5546767E-4,3.2601279E-4,3.2179765E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006493822,0.0052352916,0.0055422173,0.0053748423
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],9.457308E-4,9.097526E-4,9.1048615E-4,9.0108777E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],7.5775944E-4,7.070723E-4,6.637738E-4,6.556872E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],7.31326E-4,4.3374076E-4,1.7916018E-4,1.7104647E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0017592943,0.001555226,0.0015008337,0.0014799064
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0024876832,0.0019438156,0.0013304846,0.0012960215
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0028489407,0.0027961028,0.002825444,0.002796172
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.003721245,0.0030942783,0.0029605485,0.0028771202
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.00281957,0.0027856077,0.002810759,0.002782559
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0028225072,0.0027576087,0.002804885,0.0027759178
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.003380547,0.0031242361,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.8209724E-4,1.5728043E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0019355174,0.0017159533,0.0015566377,0.0015346817
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0020794328,0.001658565,0.0015302042,0.0014999608
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0019208321,0.0018709038,0.0018855875,0.0018648464
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0015243301,0.0011979046,8.1356347E-4,7.6693913E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0056567625,0.0048602913,0.004340963,0.004288988
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0044643194,0.0028434924,0.0023525788,0.002182962
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0048784437,0.0040724566,0.0029664226,0.0029174085
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0048784437,0.0040724566,0.003101527,0.003048998
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0035832035,0.003532296,0.0035714554,0.0035337703
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0040736916,0.002715197,0.0031925756,0.0031174477
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0029576116,0.0020494917,0.0012893659,0.0012215547
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0027402698,0.0020799842,0.0019413915,0.0018628746
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0036272595,0.003542442,0.0035978889,0.0035564124
