Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,224.50,0.004454378,2011,250.27,0.0039957445,1803.9
SSanAndreasIndio,277.37,0.0036053,173.42,0.0057662423,2603,184.15,0.0054304875,2451.44
SSAFMCreek1000Palms,261.33,0.0038266,1571.23,6.364453E-4,286,2281.55,4.382979E-4,196.72
NSanAndreasFortRoss,306.28,0.003265,197.74,0.005057244,2282,200.53,0.00498682,2250.16
NSanAndreasNorthCoast,263.87,0.0037898,191.41,0.0052242917,2357,195.78,0.005107843,2304.47
CalaverasfaultNorth,618.05,0.001618,174.99,0.0057146875,2578,247.05,0.0040477877,1826.02
ElsinoreTemecula,1019.16,9.812E-4,727.67,0.0013742436,620,751.35,0.0013309368,600.46
ElsinoreWhittier,3196.93,3.128E-4,1600.40,6.248445E-4,282,1686.51,5.929412E-4,267.59
SSAFCarrizoBidart,114.71,0.0087179,123.27,0.008112129,3662,126.84,0.007883696,3558.88
SanJacintoHogLake,311.78,0.0032074,333.78,0.0029959604,1352,339.64,0.00294427,1328.68
PuenteHills,3506.31,2.852E-4,5127.25,1.9503625E-4,87,5599.33,1.785927E-4,79.69
SanGregorioNorth,1019.06,9.813E-4,389.78,0.002565533,1158,401.44,0.0024910201,1124.36
SanJacintoSuperstition,508.26,0.0019675,1097.16,9.114424E-4,412,1203.70,8.3077303E-4,375.51
SSanAndreasWrightwood,106.04,0.0094304,174.68,0.005724725,2584,176.75,0.0056577707,2553.77
SSanAndreasPitmanCanyon,173.48,0.0057643,164.31,0.006085983,2747,176.64,0.0056613637,2555.27
SSanAndreasPlungeCreek,205.36,0.0048695,366.93,0.0027253435,1230,448.56,0.0022293557,1005.99
FrazierMountianSSAF,148.57,0.0067307,101.76,0.009827112,4435,109.92,0.009097406,4105.71
NSanAndreasSantaCruzSeg,109.84,0.0091041,129.24,0.0077376594,3493,147.38,0.006785089,3062.94
RodgersCreek,325.31,0.003074,167.06,0.0059860363,2701,230.84,0.004332064,1954.56
GreenValleyMasonRoad,293.31,0.0034094,1861.72,5.371373E-4,243,2464.21,4.0580952E-4,183.19
HaywardfaultNorth,318.34,0.0031413,377.60,0.0026483296,1196,387.99,0.0025773856,1163.95
HaywardfaultSouth,167.57,0.0059677,349.22,0.0028635333,1293,389.91,0.0025647206,1158.03
Compton,2658.16,3.762E-4,6684.44,1.4960114E-4,66,7271.32,1.3752659E-4,60.57
SSanAndreasCoachella,178.45,0.0056037,176.34,0.005670951,2560,188.39,0.0053080227,2396.18
ElsinoreGlenIvy,179.12,0.0055828,680.41,0.001469708,663,722.23,0.0013846045,624.66
GarlockCentralallevents,1434.93,6.969E-4,720.78,0.0013873797,626,730.24,0.0013694149,617.89
NSanAndreasAlderCreek,869.64,0.0011499,198.17,0.0050461586,2277,200.90,0.004977593,2246.03
SSanAndreasPallettCreek,149.30,0.006698,175.70,0.0056914804,2569,177.55,0.0056320615,2542.18
GarlockWesternallevents,1230.16,8.129E-4,843.07,0.0011861344,536,866.04,0.0011546857,521.76
ElsinoreFaultJulian,3250.98,3.076E-4,1149.49,8.6995086E-4,393,1186.38,8.429017E-4,380.76
TOTAL,9.08,0.1101451,14.29,0.06997521,31583,15.78,0.0633541,28594.66
