Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97000766,0.74754566,0.97462654,0.7657301,0.72878754
20.00,0.89570844,0.5588245,0.9106633,0.5863426,0.53113127
30.00,0.79184264,0.4177468,0.8181408,0.44898018,0.3870819
40.00,0.66695654,0.3122848,0.7062182,0.34379765,0.28210047
50.00,0.53468895,0.23344715,0.58521813,0.2632562,0.2055913
60.00,0.4221432,0.1745124,0.47774538,0.2015832,0.14983238
70.00,0.3184917,0.13045599,0.3761892,0.15435833,0.10919597
80.00,0.23074588,0.097521804,0.28762746,0.118196815,0.079580665
90.00,0.1583484,0.072901994,0.20878904,0.09050686,0.057997398
100.00,0.10339113,0.05449757,0.14628257,0.069303825,0.04226778
110.00,0.061188,0.04073942,0.09495114,0.053068027,0.030804234
120.00,0.033073865,0.030454576,0.05822962,0.040635787,0.022449743
130.00,0.017662505,0.022766186,0.034835584,0.031116046,0.016361093
140.00,0.0073342593,0.017018763,0.018360674,0.023826493,0.011923761
150.00,0.004655092,0.012722302,0.0105902245,0.018244663,0.008689889
160.00,0.0021469416,0.009510501,0.0052042915,0.013970488,0.0063330824
170.00,9.738501E-4,0.007109534,0.0026108657,0.010697623,0.0046154717
180.00,0.0,0.0053147012,9.294631E-4,0.0081914915,0.0033636983
190.00,0.0,0.0039729816,3.1597613E-4,0.006272472,0.0024514215
200.00,0.0,0.0029699851,1.3748635E-4,0.0048030205,0.0017865654
210.00,0.0,0.0022201994,7.6993616E-5,0.0036778175,0.0013020267
220.00,0.0,0.0016597004,3.3834E-5,0.0028162156,9.489008E-4
230.00,0.0,0.0012407019,1.5793843E-5,0.0021564611,6.915471E-4
240.00,0.0,9.274813E-4,0.0,0.0016512672,5.039909E-4
