Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,495.40,0.0020185886,849,557.85,0.0017926026,753.93
SSanAndreasIndio,277.37,0.0036053,256.54,0.0038980297,1638,264.48,0.0037809925,1588.79
SSAFMCreek1000Palms,261.33,0.0038266,1765.06,5.6655455E-4,238,2364.16,4.2298393E-4,177.46
NSanAndreasFortRoss,306.28,0.003265,222.11,0.004502368,1892,224.86,0.0044472353,1868.8
NSanAndreasNorthCoast,263.87,0.0037898,223.17,0.00448094,1883,228.30,0.004380175,1840.65
CalaverasfaultNorth,618.05,0.001618,1162.70,8.6006505E-4,360,1492.60,6.699734E-4,280.5
ElsinoreTemecula,1019.16,9.812E-4,871.01,0.0011480926,483,911.26,0.0010973836,461.67
ElsinoreWhittier,3196.93,3.128E-4,2037.48,4.908029E-4,206,2126.83,4.701835E-4,197.3
SSAFCarrizoBidart,114.71,0.0087179,176.82,0.0056556114,2377,179.67,0.005565613,2339.17
SanJacintoHogLake,311.78,0.0032074,386.63,0.00258645,1087,391.32,0.002555422,1073.94
PuenteHills,3506.31,2.852E-4,420256.56,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,517.55,0.0019321832,812,529.99,0.0018868303,792.93
SanJacintoSuperstition,508.26,0.0019675,1665.45,6.0043664E-4,252,1758.54,5.686535E-4,238.64
SSanAndreasWrightwood,106.04,0.0094304,175.77,0.0056893607,2391,177.94,0.0056197555,2361.74
SSanAndreasPitmanCanyon,173.48,0.0057643,182.33,0.005484639,2305,194.47,0.0051421155,2161.04
SSanAndreasPlungeCreek,205.36,0.0048695,2075.02,4.8192329E-4,202,2715.14,3.6830487E-4,154.3
FrazierMountianSSAF,148.57,0.0067307,168.03,0.005951214,2501,172.23,0.0058061015,2440.03
NSanAndreasSantaCruzSeg,109.84,0.0091041,258.60,0.0038669715,1625,274.61,0.0036414897,1530.09
RodgersCreek,325.31,0.003074,585.45,0.0017081004,718,645.48,0.0015492379,651.15
GreenValleyMasonRoad,293.31,0.0034094,420256.56,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,478.37,0.002090445,878,493.36,0.002026929,851.32
HaywardfaultSouth,167.57,0.0059677,636.79,0.0015703883,660,683.48,0.0014630946,614.9
Compton,2658.16,3.762E-4,420256.56,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,255.91,0.003907555,1642,263.01,0.0038022057,1597.72
ElsinoreGlenIvy,179.12,0.0055828,872.82,0.0011457106,482,906.12,0.0011036088,464.27
GarlockCentralallevents,1434.93,6.969E-4,717.45,0.0013938195,586,730.50,0.0013689211,575.52
NSanAndreasAlderCreek,869.64,0.0011499,221.87,0.00450713,1894,224.66,0.004451173,1870.46
SSanAndreasPallettCreek,149.30,0.006698,175.55,0.005696502,2394,177.50,0.0056339423,2367.7
GarlockWesternallevents,1230.16,8.129E-4,1067.18,9.3704555E-4,394,1080.93,9.2513347E-4,388.97
ElsinoreFaultJulian,3250.98,3.076E-4,1441.18,6.938763E-4,292,1492.66,6.699438E-4,281.91
TOTAL,9.08,0.1101451,24.90,0.0401599,16875,25.79,0.038768936,16290.51
