Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,189.71,0.005271342,868,223.58,0.004472713,736.49
SSanAndreasIndio,277.37,0.0036053,184.96,0.005406491,890,194.13,0.005151257,847.93
SSAFMCreek1000Palms,261.33,0.0038266,2540.22,3.9366676E-4,65,3561.93,2.8074675E-4,45.94
NSanAndreasFortRoss,306.28,0.003265,182.53,0.0054785176,902,185.18,0.005400242,889.12
NSanAndreasNorthCoast,263.87,0.0037898,176.82,0.005655626,931,180.58,0.0055376897,911.6
CalaverasfaultNorth,618.05,0.001618,288.52,0.0034659102,571,379.61,0.0026342613,433.8
ElsinoreTemecula,1019.16,9.812E-4,712.97,0.0014025823,231,736.75,0.0013573179,223.48
ElsinoreWhittier,3196.93,3.128E-4,1261.39,7.92779E-4,131,1368.88,7.3052436E-4,120.7
SSAFCarrizoBidart,114.71,0.0087179,102.52,0.009754576,1606,108.73,0.009196799,1514.16
SanJacintoHogLake,311.78,0.0032074,312.54,0.003199596,527,316.61,0.0031584185,520.22
PuenteHills,3506.31,2.852E-4,5430.68,1.84139E-4,31,5962.65,1.6771062E-4,28.21
SanGregorioNorth,1019.06,9.813E-4,416.76,0.0023994755,395,428.95,0.002331271,383.77
SanJacintoSuperstition,508.26,0.0019675,1440.28,6.943078E-4,114,1495.95,6.684711E-4,109.74
SSanAndreasWrightwood,106.04,0.0094304,140.46,0.0071196156,1172,142.30,0.007027213,1156.78
SSanAndreasPitmanCanyon,173.48,0.0057643,137.98,0.0072472948,1193,148.35,0.0067409123,1109.48
SSanAndreasPlungeCreek,205.36,0.0048695,436.27,0.0022921523,378,524.57,0.0019063152,314.24
FrazierMountianSSAF,148.57,0.0067307,95.13,0.010512225,1730,101.61,0.00984148,1619.66
NSanAndreasSantaCruzSeg,109.84,0.0091041,166.72,0.005998188,988,183.65,0.00544517,896.98
RodgersCreek,325.31,0.003074,362.71,0.002757054,454,385.91,0.0025912551,426.69
GreenValleyMasonRoad,293.31,0.0034094,2917.12,3.428042E-4,57,3325.09,3.0074365E-4,49.9
HaywardfaultNorth,318.34,0.0031413,359.44,0.0027821197,458,372.65,0.0026834656,441.76
HaywardfaultSouth,167.57,0.0059677,457.67,0.0021849861,359,487.92,0.0020495052,336.64
Compton,2658.16,3.762E-4,5903.43,1.6939304E-4,28,6373.77,1.5689313E-4,25.96
SSanAndreasCoachella,178.45,0.0056037,188.14,0.005315268,875,197.71,0.005057974,832.62
ElsinoreGlenIvy,179.12,0.0055828,565.43,0.0017685642,291,595.55,0.0016791123,276.26
GarlockCentralallevents,1434.93,6.969E-4,685.82,0.0014581032,240,695.14,0.0014385689,236.79
NSanAndreasAlderCreek,869.64,0.0011499,183.96,0.005435954,895,186.93,0.0053494987,880.76
SSanAndreasPallettCreek,149.30,0.006698,138.45,0.0072229747,1189,140.63,0.007110753,1170.52
GarlockWesternallevents,1230.16,8.129E-4,835.39,0.0011970493,197,852.17,0.0011734721,193.13
ElsinoreFaultJulian,3250.98,3.076E-4,1238.70,8.0730027E-4,133,1269.28,7.878452E-4,129.79
TOTAL,9.08,0.1101451,14.46,0.069147155,11383,15.32,0.06528581,10747.36
