Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,414.03,0.0024152973,170,501.90,0.001992432,140.27
SSanAndreasIndio,277.37,0.0036053,223.75,0.0044692475,316,232.25,0.0043056807,304.41
SSAFMCreek1000Palms,261.33,0.0038266,509.88,0.0019612536,139,524.06,0.001908168,135.22
CalaverasfaultNorth,618.05,0.001618,11086.86,9.019685E-5,3,14270.17,7.0076254E-5,2.37
ElsinoreTemecula,1019.16,9.812E-4,900.03,0.0011110718,79,958.84,0.0010429223,74.19
ElsinoreWhittier,3196.93,3.128E-4,12932.70,7.7323384E-5,4,14616.94,6.8413785E-5,3.02
SSAFCarrizoBidart,114.71,0.0087179,154.02,0.0064928196,459,158.19,0.006321568,446.92
SanJacintoHogLake,311.78,0.0032074,306.00,0.0032679334,230,315.95,0.0031650588,222.78
SanGregorioNorth,1019.06,9.813E-4,215.14,0.00464819,327,261.79,0.0038198954,268.53
SanJacintoSuperstition,508.26,0.0019675,2028.33,4.930158E-4,35,2081.60,4.8040043E-4,34.13
SSanAndreasWrightwood,106.04,0.0094304,209.71,0.0047685974,337,211.95,0.004718022,333.43
SSanAndreasPitmanCanyon,173.48,0.0057643,845.31,0.0011830021,83,903.49,0.0011068169,77.53
SSanAndreasPlungeCreek,205.36,0.0048695,523.43,0.0019104803,135,809.35,0.0012355569,86.8
FrazierMountianSSAF,148.57,0.0067307,189.87,0.0052667754,370,211.93,0.004718538,331.58
NSanAndreasSantaCruzSeg,109.84,0.0091041,2001.03,4.9974164E-4,21,2258.19,4.4283294E-4,18.4
GreenValleyMasonRoad,293.31,0.0034094,4743.48,2.1081576E-4,15,4854.06,2.060131E-4,14.65
HaywardfaultNorth,318.34,0.0031413,70682.77,0.0,0,∞,0.0,0
HaywardfaultSouth,167.57,0.0059677,1085.13,9.215483E-4,64,1118.34,8.9417864E-4,62.08
Compton,2658.16,3.762E-4,2277.78,4.390242E-4,31,2646.87,3.778052E-4,26.7
SSanAndreasCoachella,178.45,0.0056037,222.34,0.004497624,318,229.39,0.0043593734,308.19
ElsinoreGlenIvy,179.12,0.0055828,984.66,0.0010155749,72,1015.08,9.851427E-4,69.73
GarlockCentralallevents,1434.93,6.969E-4,729.49,0.0013708211,96,745.96,0.0013405499,93.89
SSanAndreasPallettCreek,149.30,0.006698,210.96,0.004740213,335,213.32,0.0046878313,331.3
GarlockWesternallevents,1230.16,8.129E-4,1071.18,9.335495E-4,66,1093.51,9.144889E-4,64.63
ElsinoreFaultJulian,3250.98,3.076E-4,1444.23,6.9240964E-4,49,1505.85,6.640786E-4,46.91
TOTAL,10.14,0.0985812,25.24,0.039611924,2798,26.94,0.03712629,2622.42
