Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.94574547,0.65394175,0.9587743,0.7016943,0.3731361
20.00,0.82544005,0.4276398,0.8625414,0.49237493,0.13923056
30.00,0.6857078,0.27965152,0.7458099,0.3454967,0.051951952
40.00,0.542032,0.1828758,0.6193133,0.24243307,0.01938515
50.00,0.42354718,0.11959012,0.50995785,0.17011392,0.0072332993
60.00,0.31835985,0.07820497,0.40735602,0.11936797,0.0026990052
70.00,0.23583224,0.051141493,0.32224327,0.08375983,0.0010070964
80.00,0.16966695,0.033443555,0.25037995,0.058773797,3.7578403E-4
90.00,0.12334967,0.021870138,0.19448303,0.04124124,1.4021859E-4
100.00,0.088071845,0.014301796,0.14816108,0.028938744,5.232062E-5
110.00,0.061456036,0.0093525415,0.11505449,0.020306153,1.9522713E-5
120.00,0.042835552,0.0061160172,0.08709666,0.014248712,7.284629E-6
130.00,0.029045073,0.0039995187,0.066022,0.0099982405,2.7181584E-6
140.00,0.018820213,0.0026154523,0.049137052,0.007015709,1.014243E-6
150.00,0.012736464,0.0017103534,0.036307875,0.004922883,3.7845072E-7
160.00,0.008755631,0.0011184715,0.0266177,0.0034543592,1.4121363E-7
170.00,0.0064690458,7.3141523E-4,0.020710293,0.0024239041,5.2691906E-8
180.00,0.004859779,4.7830294E-4,0.016106702,0.0017008398,1.9661252E-8
190.00,0.004356529,3.1278224E-4,0.01262207,0.0011934697,7.3363235E-9
200.00,0.003910651,2.0454137E-4,0.009305742,8.374509E-4,2.7374474E-9
210.00,0.002335424,1.3375813E-4,0.006384532,5.8763457E-4,1.0214405E-9
220.00,0.0013983673,8.747003E-5,0.00431975,4.1233984E-4,3.8113632E-10
230.00,7.335698E-4,5.7200305E-5,0.0025288237,2.8933652E-4,1.4221573E-10
240.00,6.285568E-4,3.7405665E-5,0.0019127302,2.030258E-4,5.3065826E-11
250.00,5.2354386E-4,2.4461126E-5,0.0015769212,1.4246206E-4,1.9800776E-11
260.00,4.185309E-4,1.5996151E-5,0.0013388852,9.996482E-5,7.388384E-12
270.00,0.0,1.0460551E-5,4.914562E-4,7.014474E-5,2.756873E-12
280.00,0.0,6.840591E-6,4.575151E-4,4.922017E-5,1.028689E-12
290.00,0.0,4.473348E-6,2.3899891E-4,3.4537516E-5,3.83841E-13
300.00,0.0,2.925309E-6,1.7022483E-4,2.4234778E-5,1.4322494E-13
310.00,0.0,1.9129816E-6,2.6442442E-5,1.7005406E-5,5.34424E-14
320.00,0.0,1.2509785E-6,2.4780915E-5,1.1932597E-5,1.9941288E-14
330.00,0.0,8.1806706E-7,2.3119386E-5,8.373036E-6,7.440815E-15
340.00,0.0,5.349682E-7,2.067936E-5,5.8753117E-6,2.7764368E-15
350.00,0.0,3.4983805E-7,1.715037E-5,4.122673E-6,1.0359888E-15
360.00,0.0,2.2877369E-7,9.388892E-6,2.8928562E-6,3.8656487E-16
370.00,0.0,1.4960467E-7,0.0,2.0299008E-6,1.4424131E-16
