Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9967741,0.90364707,0.99714875,0.90830094,0.72878754
20.00,0.98554134,0.81657803,0.987173,0.82501054,0.53113127
30.00,0.9677032,0.73789835,0.97133505,0.7493578,0.3870819
40.00,0.94459605,0.66679966,0.95038426,0.6806424,0.28210047
50.00,0.91838026,0.6025516,0.9261927,0.61822814,0.2055913
60.00,0.88511145,0.544494,0.89523834,0.56153715,0.14983238
70.00,0.85013664,0.49203038,0.8627179,0.5100447,0.10919597
80.00,0.8131216,0.44462183,0.8276331,0.4632741,0.079580665
90.00,0.77372515,0.4017812,0.7901971,0.42079228,0.057997398
100.00,0.7322776,0.3630684,0.7503477,0.382206,0.04226778
110.00,0.6906334,0.32808572,0.71041983,0.34715807,0.030804234
120.00,0.6526076,0.29647368,0.67279065,0.31532398,0.022449743
130.00,0.6094253,0.2679076,0.63041323,0.28640905,0.016361093
140.00,0.57015777,0.2420939,0.5914577,0.2601456,0.011923761
150.00,0.5357135,0.21876745,0.5570374,0.2362905,0.008689889
160.00,0.5028221,0.19768856,0.5241347,0.21462287,0.0063330824
170.00,0.47376692,0.1786407,0.49424234,0.19494215,0.0046154717
180.00,0.44015208,0.16142814,0.46059927,0.17706613,0.0033636983
190.00,0.40708327,0.14587407,0.42691883,0.16082934,0.0024514215
200.00,0.3743582,0.13181867,0.39357966,0.14608143,0.0017865654
210.00,0.3444177,0.11911756,0.3632957,0.1326859,0.0013020267
220.00,0.31690952,0.10764023,0.3349114,0.12051872,9.489008E-4
230.00,0.28510937,0.09726878,0.30212718,0.10946726,6.915471E-4
240.00,0.259441,0.087896645,0.27612594,0.09942921,5.039909E-4
250.00,0.23643327,0.07942755,0.25248575,0.09031165,3.673023E-4
260.00,0.21319193,0.071774475,0.22833776,0.08203015,2.6768536E-4
270.00,0.19585809,0.064858794,0.20975564,0.07450806,1.9508575E-4
280.00,0.18017675,0.05860946,0.19320488,0.06767574,1.4217607E-4
290.00,0.15994322,0.052962266,0.17267951,0.061469935,1.0361615E-4
