Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0013450887,6.782842E-4,8.2539534E-4,7.598562E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],9.171059E-5,7.166998E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0013145185,0.0010311803,8.8653574E-4,8.650679E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],5.8083376E-4,5.403649E-4,4.8912317E-4,4.8028643E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],8.8653574E-4,8.032328E-4,7.9482514E-4,7.779135E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.1969336E-4,4.3551065E-4,3.3627218E-4,3.294405E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.005594346,0.0051092855,0.0050440826,0.0049055805
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0010393867,9.781629E-4,0.0010088165,9.97189E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.2539534E-4,7.067265E-4,7.0311455E-4,6.9594424E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],2.4456158E-4,1.5165469E-4,6.1140396E-5,5.2343647E-5
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019870629,0.0016811903,0.0016507907,0.0016247298
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.002017633,0.0013320761,0.0015896503,0.0014742353
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0032098708,0.0031712712,0.0032098708,0.003177772
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0034238622,0.0028087732,0.0027207476,0.002660389
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0032098708,0.0031738388,0.0032098708,0.003177772
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0032098708,0.0031385773,0.0032098708,0.0031753394
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0034850026,0.0033293169,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],9.171059E-5,7.913842E-5,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0018036417,0.0016498505,0.0016507907,0.0016104433
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0015896503,0.0012334652,0.0014062291,0.0013057997
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0021399138,0.0020724172,0.0021093437,0.0020880462
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0014979397,9.194819E-4,5.1969336E-4,4.7836598E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0048606615,0.0046799965,0.0048606615,0.00480289
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0029958794,0.001784223,0.0017730715,0.0014188683
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005686057,0.004251024,0.0031793006,0.0031220117
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005686057,0.004251024,0.0031793006,0.0031183462
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004493819,0.004429667,0.004493819,0.0044480786
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0048606615,0.0031341563,0.0039129853,0.003747831
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],4.2798277E-4,2.6275075E-4,4.2798277E-4,3.7013105E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.002476186,0.0015649348,0.0014979397,0.001359363
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004493819,0.004395854,0.004493819,0.004447214
