Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0030323288,0.0014243111,0.0019527071,0.0012762338
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],3.4735654E-4,3.1560057E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0028257924,0.002179991,0.0017743348,0.0016464359
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],0.0010420696,9.676208E-4,9.481895E-4,9.1922877E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0019808712,0.0016791093,0.0017461708,0.0016341584
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0010983978,8.8275375E-4,8.1675727E-4,7.502217E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0100264,0.009536885,0.00993252,0.009324307
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.001858827,0.0017916529,0.001858827,0.0018184421
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0017555588,0.0015864345,0.0015020823,0.001441685
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0014269783,6.334397E-4,4.8817677E-4,3.381565E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.004449919,0.003576795,0.0038396982,0.0036299687
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.005679749,0.0033561164,0.003867862,0.0032474636
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0059520015,0.0058744764,0.0059332256,0.0058296034
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.014720407,0.00898772,0.012288911,0.008516149
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.005914449,0.00584014,0.0059050615,0.0058169956
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0059801657,0.0058261584,0.0059426134,0.005796822
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0067124306,0.0063793384,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],4.318487E-4,3.5324163E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0033984613,0.003043315,0.0029947767,0.0028597915
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.007228771,0.0038242443,0.005792405,0.0038703557
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.003220089,0.0031447997,0.003201313,0.003162595
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.002544152,0.0019674485,0.0015865745,0.0013095962
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.009256583,0.00901433,0.009143926,0.0088932095
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.008364721,0.004542437,0.005698525,0.0039709136
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.011124797,0.0077070002,0.00624303,0.0058883005
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.011124797,0.0077070002,0.0067405947,0.006257628
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.008007976,0.007856471,0.007989201,0.0078567825
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.009350463,0.005348376,0.008092469,0.0070891557
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0064965063,0.004139387,0.0028821207,0.00224474
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.005698525,0.0041422243,0.0039335783,0.0034670944
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.008007976,0.0077310167,0.008007976,0.007863101
