Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,179.34,0.0055760164,593,211.64,0.0047250227,502.5
SSanAndreasIndio,277.37,0.0036053,148.41,0.006738207,718,159.79,0.0062580234,666.78
SSAFMCreek1000Palms,261.33,0.0038266,2189.45,4.567367E-4,49,3374.62,2.9632985E-4,31.27
NSanAndreasFortRoss,306.28,0.003265,169.40,0.005903044,629,172.13,0.0058094645,619.01
NSanAndreasNorthCoast,263.87,0.0037898,168.33,0.0059406427,633,172.50,0.005797122,617.72
CalaverasfaultNorth,618.05,0.001618,501.70,0.0019932082,208,768.20,0.0013017379,135.69
ElsinoreTemecula,1019.16,9.812E-4,574.68,0.0017401131,185,607.67,0.0016456363,174.87
ElsinoreWhittier,3196.93,3.128E-4,1218.43,8.2072715E-4,87,1327.06,7.535438E-4,79.89
SSAFCarrizoBidart,114.71,0.0087179,109.39,0.009141887,974,112.51,0.008888175,946.93
SanJacintoHogLake,311.78,0.0032074,312.92,0.0031957359,340,316.52,0.0031593551,336.13
PuenteHills,3506.31,2.852E-4,4449.74,2.2473217E-4,24,4981.08,2.0075963E-4,21.51
SanGregorioNorth,1019.06,9.813E-4,334.17,0.0029924808,319,349.45,0.0028616225,304.82
SanJacintoSuperstition,508.26,0.0019675,1044.46,9.574358E-4,102,1143.59,8.7443716E-4,93.1
SSanAndreasWrightwood,106.04,0.0094304,124.96,0.008002822,852,127.25,0.007858659,836.67
SSanAndreasPitmanCanyon,173.48,0.0057643,115.46,0.008661104,922,134.15,0.0074542305,793.6
SSanAndreasPlungeCreek,205.36,0.0048695,345.44,0.0028948938,307,441.13,0.0022669213,240.43
FrazierMountianSSAF,148.57,0.0067307,100.38,0.009961927,1061,106.22,0.009414177,1002.62
NSanAndreasSantaCruzSeg,109.84,0.0091041,81.38,0.012288219,1309,117.24,0.008529364,908.15
RodgersCreek,325.31,0.003074,172.54,0.005795893,617,257.05,0.0038902634,413.93
GreenValleyMasonRoad,293.31,0.0034094,1970.93,5.0737505E-4,54,2879.22,3.4731664E-4,36.75
HaywardfaultNorth,318.34,0.0031413,260.54,0.0038381964,409,275.70,0.0036271096,386.48
HaywardfaultSouth,167.57,0.0059677,254.80,0.003924696,418,305.54,0.003272858,348.51
Compton,2658.16,3.762E-4,4652.00,2.1496121E-4,23,5363.47,1.8644644E-4,20.02
SSanAndreasCoachella,178.45,0.0056037,153.11,0.0065314556,696,164.91,0.0060639456,646.1
ElsinoreGlenIvy,179.12,0.0055828,531.84,0.0018802768,201,585.57,0.0017077455,182.62
GarlockCentralallevents,1434.93,6.969E-4,538.25,0.0018578654,198,550.89,0.0018152297,193.45
NSanAndreasAlderCreek,869.64,0.0011499,168.87,0.0059218435,631,171.68,0.005824943,620.66
SSanAndreasPallettCreek,149.30,0.006698,125.10,0.007993419,851,127.10,0.007867707,837.62
GarlockWesternallevents,1230.16,8.129E-4,664.47,0.0015049499,160,692.01,0.0014450761,153.6
ElsinoreFaultJulian,3250.98,3.076E-4,1050.55,9.518795E-4,101,1082.55,9.237481E-4,97.99
TOTAL,9.08,0.1101451,13.04,0.07668015,8168,14.92,0.06700617,7137.64
