Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,334.24,0.002991861,832,352.46,0.0028372179,788.96
SSanAndreasIndio,277.37,0.0036053,271.93,0.0036773693,1022,278.28,0.0035935508,998.7
SSAFMCreek1000Palms,261.33,0.0038266,2872.14,3.481723E-4,97,3558.31,2.8103255E-4,77.74
NSanAndreasFortRoss,306.28,0.003265,290.67,0.003440356,957,293.61,0.0034058462,947.38
NSanAndreasNorthCoast,263.87,0.0037898,289.46,0.0034547509,961,292.54,0.0034183722,950.88
CalaverasfaultNorth,618.05,0.001618,409.55,0.002441723,678,465.05,0.002150288,597.07
ElsinoreTemecula,1019.16,9.812E-4,1069.89,9.34678E-4,260,1086.98,9.199782E-4,255.9
ElsinoreWhittier,3196.93,3.128E-4,2457.80,4.0686733E-4,113,2511.95,3.9809672E-4,110.57
SSAFCarrizoBidart,114.71,0.0087179,188.74,0.0052983225,1473,191.50,0.005221929,1451.74
SanJacintoHogLake,311.78,0.0032074,464.60,0.0021523784,599,470.07,0.0021273268,592.03
PuenteHills,3506.31,2.852E-4,8075.19,1.2383609E-4,33,8333.28,1.2000082E-4,31.97
SanGregorioNorth,1019.06,9.813E-4,577.40,0.0017319074,482,587.23,0.0017029122,473.93
SanJacintoSuperstition,508.26,0.0019675,2020.79,4.9485633E-4,137,2062.76,4.8478702E-4,134.17
SSanAndreasWrightwood,106.04,0.0094304,223.96,0.0044651283,1241,226.29,0.0044190795,1228.19
SSanAndreasPitmanCanyon,173.48,0.0057643,225.23,0.004439922,1234,233.77,0.004277742,1188.92
SSanAndreasPlungeCreek,205.36,0.0048695,657.36,0.0015212396,422,705.61,0.0014172099,393.03
FrazierMountianSSAF,148.57,0.0067307,169.58,0.005896748,1639,173.92,0.005749753,1598.14
NSanAndreasSantaCruzSeg,109.84,0.0091041,257.34,0.0038859223,1081,270.11,0.0037021684,1029.93
RodgersCreek,325.31,0.003074,552.40,0.0018102915,503,567.54,0.0017619885,489.57
GreenValleyMasonRoad,293.31,0.0034094,4926.78,2.0297221E-4,56,5138.94,1.9459265E-4,53.68
HaywardfaultNorth,318.34,0.0031413,573.98,0.0017422357,485,583.82,0.001712871,476.78
HaywardfaultSouth,167.57,0.0059677,662.96,0.0015083759,419,679.49,0.0014717021,408.81
Compton,2658.16,3.762E-4,10123.71,9.877798E-5,27,10432.67,9.5852745E-5,26.21
SSanAndreasCoachella,178.45,0.0056037,278.20,0.0035945293,999,285.95,0.0034970557,971.91
ElsinoreGlenIvy,179.12,0.0055828,884.17,0.0011310064,314,909.21,0.0010998589,305.29
GarlockCentralallevents,1434.93,6.969E-4,965.23,0.0010360224,288,976.59,0.0010239729,284.65
NSanAndreasAlderCreek,869.64,0.0011499,289.46,0.0034547509,961,292.71,0.0034163732,950.33
SSanAndreasPallettCreek,149.30,0.006698,223.42,0.0044759307,1244,225.85,0.0044277175,1230.6
GarlockWesternallevents,1230.16,8.129E-4,1266.99,7.892715E-4,220,1282.46,7.7974953E-4,217.35
ElsinoreFaultJulian,3250.98,3.076E-4,1873.22,5.338402E-4,148,1893.44,5.281395E-4,146.42
TOTAL,9.08,0.1101451,25.63,0.039011247,10847,26.32,0.037988093,10562.46
