Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.957531,0.7059973,0.96027964,0.71529484,0.33238843
20.00,0.8575137,0.4984322,0.8657165,0.5116467,0.110482074
30.00,0.72954947,0.3518918,0.74320686,0.36597824,0.036722966
40.00,0.5979086,0.24843465,0.61617583,0.26178235,0.012206289
50.00,0.4791423,0.17539419,0.4993562,0.18725155,0.004057229
60.00,0.3682657,0.12382783,0.3893293,0.13394007,0.001348576
70.00,0.27819178,0.08742212,0.29804268,0.09580664,4.4825108E-4
80.00,0.20540757,0.06171978,0.22351748,0.06852999,1.4899348E-4
90.00,0.14759356,0.043573998,0.16259669,0.04901915,4.952371E-5
100.00,0.10354155,0.030763125,0.1158465,0.035063148,1.6461108E-5
110.00,0.072456844,0.021718683,0.08235227,0.025080487,5.4714824E-6
120.00,0.047264706,0.015333332,0.05502947,0.017939942,1.8186574E-6
130.00,0.03064297,0.010825291,0.03637829,0.012832348,6.045007E-7
140.00,0.019789696,0.0076426263,0.024347346,0.009178912,2.0092905E-7
150.00,0.013383932,0.0053956737,0.016530601,0.0065656286,6.678649E-8
160.00,0.007517307,0.003809331,0.009655248,0.0046963603,2.2199057E-8
170.00,0.005547697,0.0026893774,0.007106545,0.0033592822,7.37871E-9
180.00,0.0032916933,0.0018986932,0.0043982747,0.0024028772,2.452598E-9
190.00,0.0014487825,0.0013404723,0.0021065513,0.0017187656,8.152152E-10
200.00,4.27998E-4,9.4636984E-4,7.135447E-4,0.0012294241,2.709681E-10
210.00,3.1685518E-4,6.6813454E-4,5.302173E-4,8.7940076E-4,9.006666E-11
220.00,0.0,4.7170118E-4,1.4927701E-4,6.290308E-4,2.993712E-11
230.00,0.0,3.3301977E-4,7.9200196E-5,4.499425E-4,9.950752E-12
240.00,0.0,2.3511106E-4,6.8916255E-5,3.2184154E-4,3.3075149E-12
250.00,0.0,1.6598777E-4,6.3863685E-5,2.3021159E-4,1.0993797E-12
260.00,0.0,1.1718692E-4,6.270977E-5,1.6466917E-4,3.654211E-13
270.00,0.0,8.273365E-5,6.155586E-5,1.17787E-4,1.2146175E-13
280.00,0.0,5.8409736E-5,0.0,8.425243E-5,4.037248E-14
