Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.99322706,0.86907834,0.99358743,0.8721582,0.72878754
20.00,0.972829,0.7552971,0.974181,0.76066,0.53113127
30.00,0.9400438,0.65641236,0.9428773,0.66341585,0.3870819
40.00,0.9008429,0.5704738,0.9052244,0.5786036,0.28210047
50.00,0.8558918,0.4957864,0.86200446,0.5046339,0.2055913
60.00,0.8001563,0.4308772,0.808053,0.4401206,0.14983238
70.00,0.744802,0.37446606,0.7544963,0.38385484,0.10919597
80.00,0.68861914,0.32544035,0.6998853,0.33478215,0.079580665
90.00,0.63211167,0.28283313,0.64450544,0.291983,0.057997398
100.00,0.5679584,0.24580416,0.58203155,0.2546554,0.04226778
110.00,0.50402975,0.21362306,0.5191233,0.2220998,0.030804234
120.00,0.44345918,0.18565518,0.4593668,0.19370615,0.022449743
130.00,0.3873423,0.1613489,0.40398946,0.16894242,0.016361093
140.00,0.33152658,0.14022483,0.34819624,0.14734453,0.011923761
150.00,0.2796721,0.12186636,0.29613912,0.12850775,0.008689889
160.00,0.23540187,0.10591141,0.25169575,0.112079084,0.0063330824
170.00,0.19446656,0.092045315,0.20964882,0.0977507,0.0046154717
180.00,0.16231924,0.07999459,0.1760595,0.08525407,0.0033636983
190.00,0.1314745,0.06952156,0.14415215,0.07435504,0.0024514215
200.00,0.108498685,0.060419682,0.11964236,0.06484936,0.0017865654
210.00,0.08312827,0.05250944,0.09366953,0.056558907,0.0013020267
220.00,0.061523695,0.045634814,0.07075769,0.049328316,9.489008E-4
230.00,0.040841915,0.03966023,0.048786104,0.043022096,6.915471E-4
240.00,0.029824253,0.034467846,0.036157712,0.037522078,5.039909E-4
250.00,0.023236481,0.029955257,0.028058948,0.03272519,3.673023E-4
260.00,0.0145817865,0.026033465,0.01797276,0.028541543,2.6768536E-4
270.00,0.009313089,0.02262512,0.011604759,0.024892742,1.9508575E-4
280.00,0.0043584714,0.019663002,0.006006702,0.021710409,1.4217607E-4
290.00,0.0014744118,0.017088689,0.0025937834,0.018934913,1.0361615E-4
300.00,0.0,0.014851409,8.088899E-4,0.01651424,7.551416E-5
310.00,0.0,0.012907038,4.4084853E-4,0.01440303,5.503378E-5
320.00,0.0,0.011217227,2.9860623E-4,0.012561722,4.0107934E-5
330.00,0.0,0.009748649,1.8954808E-4,0.010955809,2.9230163E-5
340.00,0.0,0.008472339,1.1109515E-4,0.009555199,2.1302578E-5
350.00,0.0,0.0073631266,8.155228E-5,0.008333646,1.5525055E-5
360.00,0.0,0.006399134,6.520061E-5,0.0072682574,1.1314466E-5
370.00,0.0,0.0055613485,5.6117406E-5,0.006339071,8.245842E-6
380.00,0.0,0.0048332475,5.1558174E-5,0.0055286726,6.009467E-6
390.00,0.0,0.0042004706,4.4840603E-5,0.0048218775,4.379625E-6
400.00,0.0,0.0036505382,2.7988202E-5,0.00420544,3.1918162E-6
410.00,0.0,0.0031726037,8.674903E-6,0.0036678093,2.3261557E-6
420.00,0.0,0.002757241,7.783572E-6,0.00319891,1.6952735E-6
430.00,0.0,0.0023962585,6.8922423E-6,0.0027899558,1.2354942E-6
440.00,0.0,0.0020825362,6.0009115E-6,0.0024332828,9.004128E-7
450.00,0.0,0.0018098871,5.1095813E-6,0.0021222078,6.5620964E-7
460.00,0.0,0.0015729337,0.0,0.0018509009,4.782374E-7
