Magnitude,Incremental Rate (1/yr),Cumulative Rate (1/yr)
6.0,0.08988668736377456,0.5486938035114818
6.1,0.06650337149884145,0.45880711614770725
6.2,0.05229444533889387,0.3923037446488658
6.3,0.04223243943690773,0.3400092993099719
6.4,0.03721910400575941,0.2977768598730642
6.5,0.03256477257785656,0.2605577558673048
6.6,0.028242590523035148,0.2279929832894482
6.7,0.02507798436844223,0.19975039276641304
6.8,0.023412997298272308,0.17467240839797082
6.9,0.02261442540128928,0.1512594110996985
7.0,0.023240562304587476,0.12864498569840924
7.1,0.017452682803445002,0.10540442339382175
7.2,0.01932261310381411,0.08795174059037675
7.3,0.018900006029127513,0.06862912748656264
7.4,0.017482364236784193,0.04972912145743512
7.5,0.010767293294188858,0.03224675722065093
7.6,0.007089622363304189,0.02147946392646207
7.7,0.006008370148805045,0.014389841563157884
7.8,0.004278366605606415,0.008381471414352838
7.9,0.0033144267228764597,0.004103104808746424
8.0,7.816110779320607E-4,7.886780858699636E-4
8.1,7.0670079379029E-6,7.0670079379029E-6
8.2,0.0,0.0
8.3,0.0,0.0
8.4,0.0,0.0
8.5,0.0,0.0
8.6,0.0,0.0
8.7,0.0,0.0
8.8,0.0,0.0
8.9,0.0,0.0
