Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.92683583,0.6286246,0.9340296,0.6459061,0.33238843
20.00,0.77460194,0.39516887,0.7932387,0.41719472,0.110482074
30.00,0.5997177,0.24841288,0.62713754,0.26946864,0.036722966
40.00,0.4413174,0.15615845,0.47302464,0.17405143,0.012206289
50.00,0.30597612,0.09816504,0.3379019,0.11242089,0.004057229
60.00,0.20606384,0.061708957,0.23467799,0.072613336,0.001348576
70.00,0.13752462,0.03879177,0.16108382,0.046901397,4.4825108E-4
80.00,0.086379364,0.02438546,0.104232855,0.0302939,1.4899348E-4
90.00,0.053239908,0.0153292995,0.0660488,0.019567017,4.952371E-5
100.00,0.03168314,0.009636375,0.040274005,0.012638455,1.6461108E-5
110.00,0.015457074,0.0060576624,0.021505674,0.008163256,5.4714824E-6
120.00,0.008071209,0.0038079955,0.0120172305,0.0052726967,1.8186574E-6
130.00,0.0042292243,0.0023937996,0.0066977153,0.0034056671,6.045007E-7
140.00,0.0025241903,0.0015048013,0.0036665718,0.0021997413,2.0092905E-7
150.00,7.9255534E-4,9.459551E-4,0.0013518793,0.0014208263,6.678649E-8
160.00,0.0,5.946507E-4,4.5570478E-4,9.1772043E-4,2.2199057E-8
170.00,0.0,3.7381204E-4,1.7078909E-4,5.9276127E-4,7.37871E-9
180.00,0.0,2.3498744E-4,1.9933614E-5,3.828681E-4,2.452598E-9
190.00,0.0,1.4771888E-4,7.779358E-6,2.4729685E-4,8.152152E-10
200.00,0.0,9.285972E-5,0.0,1.5973055E-4,2.709681E-10
