Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.85451096,0.4960787,0.8764357,0.53121114,0.33238843
20.00,0.5924993,0.24609408,0.6428259,0.28218526,0.110482074
30.00,0.35646915,0.12208203,0.4155142,0.14989994,0.036722966
40.00,0.19950576,0.060562294,0.25157177,0.07962852,0.012206289
50.00,0.09717266,0.030043663,0.13470387,0.042299554,0.004057229
60.00,0.042739335,0.014904022,0.06674356,0.022469994,0.001348576
70.00,0.018505773,0.007393568,0.03204778,0.011936311,4.4825108E-4
80.00,0.0070837224,0.0036677916,0.014031015,0.0063407007,1.4899348E-4
90.00,0.0031802305,0.0018195133,0.006237839,0.0033682508,4.952371E-5
100.00,4.1979068E-4,9.026218E-4,0.0014736508,0.0017892523,1.6461108E-5
110.00,0.0,4.4777142E-4,4.467548E-4,9.504707E-4,5.4714824E-6
120.00,0.0,2.2212986E-4,8.256266E-5,5.049006E-4,1.8186574E-6
130.00,0.0,1.101939E-4,1.4911287E-5,2.6820882E-4,6.045007E-7
140.00,0.0,5.4664844E-5,0.0,1.424755E-4,2.0092905E-7
