Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,208.58,0.004794263,2182,236.29,0.0042320816,1925.81
SSanAndreasIndio,277.37,0.0036053,174.04,0.0057457592,2613,184.53,0.005419123,2464.5
SSAFMCreek1000Palms,261.33,0.0038266,1543.97,6.4768136E-4,294,2247.87,4.448659E-4,201.54
NSanAndreasFortRoss,306.28,0.003265,186.41,0.0053646555,2442,189.10,0.0052881753,2407.16
NSanAndreasNorthCoast,263.87,0.0037898,178.37,0.005606406,2552,182.93,0.0054666055,2488.35
CalaverasfaultNorth,618.05,0.001618,166.11,0.0060199685,2739,237.86,0.0042041065,1912.62
ElsinoreTemecula,1019.16,9.812E-4,677.97,0.0014749827,671,704.96,0.001418514,645.29
ElsinoreWhittier,3196.93,3.128E-4,1497.72,6.676796E-4,304,1573.23,6.3563325E-4,289.26
SSAFCarrizoBidart,114.71,0.0087179,118.61,0.008431132,3837,122.39,0.008170375,3718.31
SanJacintoHogLake,311.78,0.0032074,356.10,0.0028082295,1278,360.23,0.0027759694,1263.31
PuenteHills,3506.31,2.852E-4,5079.56,1.9686736E-4,90,5457.59,1.8323117E-4,83.79
SanGregorioNorth,1019.06,9.813E-4,391.56,0.002553856,1162,405.31,0.0024672283,1122.51
SanJacintoSuperstition,508.26,0.0019675,1212.58,8.2469004E-4,375,1296.97,7.710274E-4,350.39
SSanAndreasWrightwood,106.04,0.0094304,150.84,0.006629361,3016,152.63,0.006551655,2980.64
SSanAndreasPitmanCanyon,173.48,0.0057643,142.13,0.0070358436,3201,157.86,0.006334884,2882.04
SSanAndreasPlungeCreek,205.36,0.0048695,359.08,0.0027849267,1268,442.54,0.0022597052,1028.86
FrazierMountianSSAF,148.57,0.0067307,117.34,0.008522522,3877,122.60,0.008156371,3710.45
NSanAndreasSantaCruzSeg,109.84,0.0091041,119.23,0.008386881,3817,138.10,0.0072413017,3295.54
RodgersCreek,325.31,0.003074,166.85,0.0059933616,2727,226.53,0.0044143517,2008.01
GreenValleyMasonRoad,293.31,0.0034094,1671.29,5.9834117E-4,273,2291.09,4.3647373E-4,198.95
HaywardfaultNorth,318.34,0.0031413,366.89,0.0027256308,1240,377.46,0.002649268,1205.25
HaywardfaultSouth,167.57,0.0059677,341.54,0.0029279091,1333,376.97,0.0026527266,1207.66
Compton,2658.16,3.762E-4,5651.01,1.7695942E-4,81,6292.66,1.5891533E-4,72.81
SSanAndreasCoachella,178.45,0.0056037,177.85,0.0056225727,2557,189.56,0.0052752597,2399.1
ElsinoreGlenIvy,179.12,0.0055828,565.11,0.001769582,805,612.02,0.0016339326,743.22
GarlockCentralallevents,1434.93,6.969E-4,629.81,0.0015877868,723,640.78,0.0015605966,710.61
NSanAndreasAlderCreek,869.64,0.0011499,186.48,0.005362458,2441,189.44,0.005278616,2402.83
SSanAndreasPallettCreek,149.30,0.006698,150.89,0.006627162,3015,152.71,0.0065483353,2979.15
GarlockWesternallevents,1230.16,8.129E-4,819.15,0.0012207757,555,840.54,0.0011897106,540.88
ElsinoreFaultJulian,3250.98,3.076E-4,1233.10,8.109656E-4,369,1260.47,7.9335796E-4,361.01
TOTAL,9.08,0.1101451,14.26,0.07010207,31901,15.81,0.06325957,28787.31
