Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9945044,0.8812957,0.99500066,0.88793063,0.72878754
20.00,0.98216796,0.7766821,0.9835743,0.78842086,0.53113127
30.00,0.9631614,0.6844865,0.9663793,0.70006305,0.3870819
40.00,0.9374861,0.603235,0.9425421,0.6216074,0.28210047
50.00,0.90724176,0.5316284,0.9141147,0.5519443,0.2055913
60.00,0.8690094,0.4685218,0.8775518,0.49008825,0.14983238
70.00,0.83127147,0.41290623,0.8425692,0.4351644,0.10919597
80.00,0.7926232,0.36389247,0.8057924,0.38639578,0.079580665
90.00,0.7499564,0.32069686,0.764969,0.34309268,0.057997398
100.00,0.7116825,0.28262874,0.727446,0.3046425,0.04226778
110.00,0.6629465,0.2490795,0.68104,0.2705014,0.030804234
120.00,0.6163631,0.21951269,0.63722944,0.2401865,0.022449743
130.00,0.5728864,0.19345558,0.5938916,0.21326895,0.016361093
140.00,0.5280267,0.17049156,0.54992074,0.18936804,0.011923761
150.00,0.4777955,0.15025347,0.50107485,0.16814569,0.008689889
160.00,0.42964047,0.13241774,0.45374447,0.14930171,0.0063330824
170.00,0.39561146,0.116699174,0.4177825,0.13256957,0.0046154717
180.00,0.35699332,0.10284648,0.3783435,0.11771258,0.0033636983
190.00,0.31402704,0.09063815,0.33508998,0.10452061,0.0024514215
200.00,0.28432217,0.079879016,0.30488804,0.092807055,0.0017865654
210.00,0.25653195,0.07039703,0.27558225,0.08240622,0.0013020267
220.00,0.23496431,0.062040597,0.25334385,0.07317101,9.489008E-4
230.00,0.21095811,0.054676108,0.22782378,0.064970784,6.915471E-4
240.00,0.18681626,0.048185818,0.20279936,0.05768955,5.039909E-4
250.00,0.1693711,0.04246595,0.18328549,0.05122432,3.673023E-4
260.00,0.15125377,0.03742506,0.16562755,0.045483645,2.6768536E-4
270.00,0.13236797,0.032982543,0.14553113,0.040386323,1.9508575E-4
280.00,0.11844011,0.029067371,0.13013124,0.035860255,1.4217607E-4
290.00,0.09938724,0.02561695,0.11033241,0.03184142,1.0361615E-4
300.00,0.08066546,0.022576107,0.09105674,0.028272972,7.551416E-5
310.00,0.0612609,0.019896224,0.07009321,0.025104439,5.503378E-5
320.00,0.05035861,0.017534457,0.05708078,0.022291001,4.0107934E-5
330.00,0.039280172,0.015453041,0.04628375,0.019792862,2.9230163E-5
340.00,0.03338233,0.013618697,0.038823456,0.01757469,2.1302578E-5
350.00,0.026764149,0.012002099,0.031494994,0.015605106,1.5525055E-5
360.00,0.017278235,0.010577398,0.02129481,0.013856252,1.1314466E-5
370.00,0.0150029985,0.009321815,0.018604888,0.012303391,8.245842E-6
380.00,0.010885959,0.008215275,0.012354381,0.010924557,6.009467E-6
390.00,0.010185037,0.0072400863,0.01170574,0.00970025,4.379625E-6
400.00,0.009484115,0.0063806567,0.01115838,0.008613149,3.1918162E-6
410.00,0.0046086423,0.005623245,0.004164595,0.007647879,2.3261557E-6
420.00,0.0041643255,0.0049557416,0.0040063197,0.006790786,1.6952735E-6
430.00,0.003720009,0.0043674735,0.0037884368,0.0060297474,1.2354942E-6
440.00,0.0032756925,0.0038490356,0.0034688988,0.0053539975,9.004128E-7
450.00,0.0028313757,0.0033921383,0.0031363638,0.0047539785,6.5620964E-7
460.00,0.0,0.0029894768,9.754797E-4,0.0042212033,4.782374E-7
470.00,0.0,0.0026346128,6.171154E-4,0.0037481356,3.4853346E-7
480.00,0.0,0.0023218729,4.923147E-4,0.0033280845,2.5400686E-7
490.00,0.0,0.0020462566,3.5024417E-4,0.0029551082,1.8511703E-7
500.00,0.0,0.001803357,2.8443302E-4,0.0026239313,1.3491099E-7
510.00,0.0,0.0015892908,1.7571833E-4,0.002329869,9.832145E-8
520.00,0.0,0.0014006351,1.6340389E-4,0.002068762,7.165545E-8
530.00,0.0,0.0012343737,1.4643838E-4,0.0018369172,5.2221598E-8
540.00,0.0,0.0010878481,1.142383E-4,0.0016310551,3.8058452E-8
550.00,0.0,9.587158E-4,9.471527E-5,0.0014482639,2.7736526E-8
560.00,0.0,8.449121E-4,8.4663574E-5,0.0012859579,2.0214035E-8
570.00,0.0,7.4461737E-4,7.461188E-5,0.0011418414,1.4731737E-8
580.00,0.0,6.5622805E-4,6.634347E-5,0.0010138759,1.0736306E-8
590.00,0.0,5.7833095E-4,6.339237E-5,9.0025156E-4,7.824486E-9
600.00,0.0,5.0968054E-4,6.0441267E-5,7.99361E-4,5.7023883E-9
610.00,0.0,4.4917926E-4,5.7490164E-5,7.097771E-4,4.1558295E-9
620.00,0.0,3.9585974E-4,5.453906E-5,6.3023285E-4,3.0287168E-9
630.00,0.0,3.4886948E-4,5.1587962E-5,5.5960304E-4,2.2072912E-9
640.00,0.0,3.0745714E-4,4.863686E-5,4.968887E-4,1.6086463E-9
650.00,0.0,2.7096065E-4,4.568576E-5,4.4120272E-4,1.1723614E-9
660.00,0.0,2.3879645E-4,4.2734657E-5,3.917574E-4,8.544024E-10
670.00,0.0,2.1045028E-4,3.9783557E-5,3.4785343E-4,6.2267785E-10
680.00,0.0,1.8546892E-4,3.6832454E-5,3.0886973E-4,4.5379986E-10
690.00,0.0,1.6345296E-4,0.0,2.7425488E-4,3.307237E-10
