Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,263.91,0.0037891897,185,282.76,0.0035365617,172.63
SSanAndreasIndio,277.37,0.0036053,177.98,0.0056184847,273,184.68,0.0054146643,263.11
SSAFMCreek1000Palms,261.33,0.0038266,2328.15,4.2952594E-4,21,3192.50,3.1323452E-4,15.01
NSanAndreasFortRoss,306.28,0.003265,240.23,0.004162682,203,243.22,0.0041114883,200.48
NSanAndreasNorthCoast,263.87,0.0037898,218.08,0.004585436,224,222.14,0.00450173,219.92
CalaverasfaultNorth,618.05,0.001618,363.67,0.0027497087,134,444.88,0.0022478192,109.4
ElsinoreTemecula,1019.16,9.812E-4,858.29,0.0011651053,56,880.54,0.0011356653,54.59
ElsinoreWhittier,3196.93,3.128E-4,1764.17,5.668385E-4,28,1828.33,5.4694776E-4,27.02
SSAFCarrizoBidart,114.71,0.0087179,170.62,0.0058610863,285,173.66,0.005758361,279.99
SanJacintoHogLake,311.78,0.0032074,352.55,0.0028364598,138,356.74,0.0028031329,136.37
PuenteHills,3506.31,2.852E-4,8051.07,1.2420713E-4,5,8211.02,1.2178748E-4,4.91
SanGregorioNorth,1019.06,9.813E-4,532.61,0.0018775602,92,547.92,0.0018250758,89.45
SanJacintoSuperstition,508.26,0.0019675,1770.85,5.647016E-4,27,1817.54,5.501946E-4,26.32
SSanAndreasWrightwood,106.04,0.0094304,193.27,0.0051741903,252,195.04,0.005127199,249.7
SSanAndreasPitmanCanyon,173.48,0.0057643,201.29,0.004968047,242,210.99,0.0047395816,230.89
SSanAndreasPlungeCreek,205.36,0.0048695,495.50,0.0020181553,99,639.88,0.0015627975,75.72
FrazierMountianSSAF,148.57,0.0067307,170.62,0.0058610863,285,175.68,0.005692064,276.81
NSanAndreasSantaCruzSeg,109.84,0.0091041,224.34,0.0044574905,217,237.95,0.0042025805,204.62
RodgersCreek,325.31,0.003074,420.00,0.0023809301,116,442.21,0.0022613439,110.14
GreenValleyMasonRoad,293.31,0.0034094,3858.95,2.5913754E-4,13,4138.73,2.4162018E-4,12.17
HaywardfaultNorth,318.34,0.0031413,452.82,0.0022083938,108,470.80,0.0021240625,103.89
HaywardfaultSouth,167.57,0.0059677,541.58,0.0018464605,89,571.14,0.001750873,84.43
Compton,2658.16,3.762E-4,9359.57,1.0684255E-4,4,9405.87,1.0631654E-4,3.9
SSanAndreasCoachella,178.45,0.0056037,182.00,0.0054945475,267,189.56,0.0052754134,256.38
ElsinoreGlenIvy,179.12,0.0055828,712.59,0.0014033376,69,753.63,0.0013269045,65.23
GarlockCentralallevents,1434.93,6.969E-4,791.64,0.0012631929,62,802.63,0.0012459035,61.07
NSanAndreasAlderCreek,869.64,0.0011499,246.33,0.0040596453,198,248.74,0.004020338,196.05
SSanAndreasPallettCreek,149.30,0.006698,193.27,0.0051741903,252,195.39,0.005117897,249.23
GarlockWesternallevents,1230.16,8.129E-4,1038.32,9.6309173E-4,47,1053.20,9.49488E-4,46.32
ElsinoreFaultJulian,3250.98,3.076E-4,2083.20,4.8003046E-4,23,2104.64,4.7514046E-4,22.75
TOTAL,9.08,0.1101451,19.89,0.050268583,2446,20.67,0.048379738,2354.1
