Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,251.68,0.0039733597,789,276.89,0.0036115218,717.16
SSanAndreasIndio,277.37,0.0036053,215.93,0.0046311165,920,223.54,0.0044734473,888.67
SSAFMCreek1000Palms,261.33,0.0038266,2242.40,4.4595162E-4,88,3036.85,3.2928807E-4,64.78
NSanAndreasFortRoss,306.28,0.003265,212.79,0.0046995,934,215.40,0.0046425723,922.69
NSanAndreasNorthCoast,263.87,0.0037898,203.62,0.0049110525,976,207.35,0.004822781,958.45
CalaverasfaultNorth,618.05,0.001618,326.30,0.003064666,608,407.62,0.0024532361,486.45
ElsinoreTemecula,1019.16,9.812E-4,833.32,0.001200021,239,855.67,0.0011686778,232.76
ElsinoreWhittier,3196.93,3.128E-4,1646.12,6.074892E-4,121,1723.41,5.8024394E-4,115.46
SSAFCarrizoBidart,114.71,0.0087179,133.76,0.007476245,1486,137.00,0.0072992938,1450.8
SanJacintoHogLake,311.78,0.0032074,360.81,0.002771551,551,364.81,0.0027411648,544.97
PuenteHills,3506.31,2.852E-4,6448.53,1.550742E-4,31,6822.21,1.4658012E-4,29.22
SanGregorioNorth,1019.06,9.813E-4,476.55,0.0020984348,417,488.68,0.0020463269,406.67
SanJacintoSuperstition,508.26,0.0019675,1646.96,6.071796E-4,120,1696.03,5.896125E-4,116.47
SSanAndreasWrightwood,106.04,0.0094304,166.46,0.0060073687,1194,168.27,0.005942915,1181.16
SSanAndreasPitmanCanyon,173.48,0.0057643,163.99,0.0060980082,1212,174.50,0.0057305656,1138.95
SSanAndreasPlungeCreek,205.36,0.0048695,506.05,0.001976078,392,579.41,0.0017259077,342.36
FrazierMountianSSAF,148.57,0.0067307,127.39,0.007850129,1560,132.30,0.0075585647,1502.06
NSanAndreasSantaCruzSeg,109.84,0.0091041,186.77,0.0053541325,1064,204.12,0.004899138,973.61
RodgersCreek,325.31,0.003074,438.04,0.002282921,453,456.11,0.002192465,435.08
GreenValleyMasonRoad,293.31,0.0034094,3683.79,2.7145934E-4,54,4015.88,2.4901135E-4,49.46
HaywardfaultNorth,318.34,0.0031413,412.72,0.0024229425,481,425.59,0.0023496686,466.4
HaywardfaultSouth,167.57,0.0059677,520.44,0.001921433,382,545.88,0.0018319121,364.2
Compton,2658.16,3.762E-4,7165.03,1.3956678E-4,28,7554.16,1.3237746E-4,26.52
SSanAndreasCoachella,178.45,0.0056037,218.79,0.004570645,908,227.64,0.004392921,872.67
ElsinoreGlenIvy,179.12,0.0055828,676.45,0.0014783001,294,701.23,0.0014260571,283.55
GarlockCentralallevents,1434.93,6.969E-4,744.57,0.0013430492,266,754.59,0.0013252291,262.45
NSanAndreasAlderCreek,869.64,0.0011499,214.40,0.004664241,927,217.26,0.004602731,914.77
SSanAndreasPallettCreek,149.30,0.006698,166.18,0.00601744,1196,168.04,0.0059509207,1182.78
GarlockWesternallevents,1230.16,8.129E-4,974.90,0.0010257438,204,990.23,0.0010098708,200.82
ElsinoreFaultJulian,3250.98,3.076E-4,1434.44,6.971371E-4,139,1460.58,6.8466156E-4,136.52
TOTAL,9.08,0.1101451,18.80,0.053196836,10569,19.60,0.051021144,10136.78
