Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.88227946,0.5713405,0.90496874,0.6087211,0.4356688
20.00,0.69476914,0.32642996,0.7408968,0.37054136,0.18980728
30.00,0.4920888,0.18650265,0.54815644,0.22555634,0.08269311
40.00,0.32106096,0.10655651,0.3817176,0.13730091,0.036026806
50.00,0.17619677,0.06088005,0.2324138,0.08357795,0.015695754
60.00,0.079900056,0.034783237,0.12891877,0.050875664,0.0068381503
70.00,0.04130911,0.019873073,0.079288736,0.030969089,0.0029791687
80.00,0.021041717,0.011354291,0.03224911,0.018851537,0.0012979307
90.00,0.0,0.006487166,0.002825388,0.011475328,5.654679E-4
100.00,0.0,0.0037063807,0.0,0.0069852746,2.463567E-4
