Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,159.95,0.0062520253,24,235.38,0.004248445,16.06
SSanAndreasIndio,277.37,0.0036053,109.72,0.00911419,36,121.86,0.0082062315,32.35
SSAFMCreek1000Palms,261.33,0.0038266,278.11,0.0035956823,14,301.22,0.0033198078,12.78
SSanAndreasCoachella,178.45,0.0056037,109.72,0.00911419,36,124.16,0.008054227,31.86
ElsinoreTemecula,1019.16,9.812E-4,580.81,0.0017217399,7,601.96,0.0016612447,6.72
ElsinoreWhittier,3196.93,3.128E-4,1453.85,6.8782945E-4,3,1456.38,6.866354E-4,2.87
SSAFCarrizoBidart,114.71,0.0087179,96.28,0.010385914,40,99.06,0.010095209,38.84
SanJacintoHogLake,311.78,0.0032074,231.35,0.0043223966,17,235.20,0.004251755,16.7
ElsinoreGlenIvy,179.12,0.0055828,430.73,0.0023216372,10,466.72,0.0021425958,9.18
GarlockCentralallevents,1434.93,6.969E-4,434.28,0.0023026557,9,452.06,0.0022120776,8.62
SanJacintoSuperstition,508.26,0.0019675,762.32,0.0013117881,5,853.01,0.0011723212,4.26
SSanAndreasWrightwood,106.04,0.0094304,101.49,0.0098533025,38,103.98,0.009617414,37.06
SSanAndreasPitmanCanyon,173.48,0.0057643,113.94,0.00877661,35,130.08,0.0076875314,29.99
SSanAndreasPlungeCreek,205.36,0.0048695,229.93,0.004349235,17,336.45,0.0029722117,11.61
SSanAndreasPallettCreek,149.30,0.006698,101.49,0.0098533025,38,103.92,0.009623178,37.05
GarlockWesternallevents,1230.16,8.129E-4,659.83,0.0015155389,6,674.16,0.0014833307,5.8
FrazierMountianSSAF,148.57,0.0067307,91.59,0.010918525,42,96.22,0.010393165,39.98
NSanAndreasSantaCruzSeg,109.84,0.0091041,87.65,0.011408481,44,117.24,0.008529706,32.62
ElsinoreFaultJulian,3250.98,3.076E-4,874.89,0.0011430058,4,909.01,0.0011000936,3.83
TOTAL,12.04,0.0830873,17.86,0.055976994,221,20.15,0.049639508,195.08
