Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.003701717,0.002377191,0.0026603355,0.0022395977
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.1002648E-4,1.9958177E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0018683606,0.0015053687,0.0012164034,0.0011804124
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.650839E-4,6.389906E-4,6.432061E-4,6.336037E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013432944,0.0011425611,0.0011201412,0.0010895289
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.2196603E-4,5.933368E-4,4.900618E-4,4.7579737E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0070315115,0.006337656,0.006747101,0.0064942823
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012557834,0.0012245771,0.0012426567,0.0012278958
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010895124,9.674364E-4,9.2324143E-4,9.08619E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.451192E-4,5.296894E-4,2.362798E-4,2.1930876E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0023409203,0.0020175758,0.0020127539,0.0019682762
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0032466594,0.0024132428,0.0017983518,0.0017208691
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004235534,0.004118679,0.004169901,0.0041209254
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.005465064,0.0044220975,0.0043317964,0.0040891413
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.00420053,0.0041125906,0.004169901,0.0041160025
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0044455607,0.0042054234,0.004248661,0.0041890787
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0046380847,0.004321157,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.1440204E-4,1.7991639E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0022796625,0.0020587444,0.0019558717,0.0019214175
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.003496066,0.0025050961,0.0021658982,0.0020809805
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0025159423,0.0024611172,0.0024853135,0.0024569966
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.001649583,0.001347415,0.0010501324,9.565805E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.007504071,0.006588418,0.0061957813,0.0060896836
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0063445503,0.0036658882,0.0034698127,0.0029111295
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0065939566,0.0053405412,0.004012381,0.0039044165
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0065939566,0.0053405412,0.0043274206,0.0041935337
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0052594133,0.0051686773,0.0052462867,0.0051918435
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.005561326,0.003364393,0.004939998,0.0046830797
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0039204946,0.0026022324,0.0017545962,0.0015832972
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0038417345,0.0028027147,0.002520318,0.0023618082
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.005281291,0.0051474557,0.005255038,0.005196628
