Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0013735468,8.775428E-4,0.0010263234,8.6085266E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.246935E-4,1.1416655E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014809751,0.00114058,9.0162986E-4,8.817801E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.3881435E-4,5.772372E-4,5.390596E-4,5.2894565E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.001114568,9.439316E-4,8.9395646E-4,8.6561905E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.1003893E-4,4.8540457E-4,3.740805E-4,3.6427382E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0048745563,0.004633984,0.004795904,0.0046933973
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0011452618,0.0010918151,0.0011203231,0.001104354
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],7.6350785E-4,7.189547E-4,7.424059E-4,7.34221E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],3.0310111E-4,1.75981E-4,5.563248E-5,4.835194E-5
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019452185,0.0016538413,0.0016401991,0.0016109276
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0023001153,0.0015681116,0.0012315881,0.0011845139
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0036468052,0.0035924744,0.0036276216,0.0035879936
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0046136593,0.003551004,0.0030137459,0.002910889
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0036180296,0.0035698279,0.0036161114,0.0035778694
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003608438,0.003514607,0.003598846,0.003547734
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0038674166,0.003708166,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.7840762E-4,1.4062757E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0018550556,0.0016647859,0.0016497909,0.0016177731
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0016459541,0.0013256223,0.001433016,0.0013530006
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020775856,0.0020221588,0.0020603202,0.0020386437
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0013946488,0.0010153326,5.1987596E-4,4.7914966E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0046002306,0.004456275,0.0045618634,0.0045075202
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0029753787,0.0017763468,0.0016190971,0.0013776678
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005726309,0.0042500095,0.0031825616,0.0031295607
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005726309,0.0042500095,0.003205582,0.0031406325
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004475537,0.004401729,0.0044717006,0.004425476
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0045733736,0.0029598793,0.0041206405,0.003940381
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],7.251406E-4,4.2238008E-4,5.275494E-4,4.557899E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.002589788,0.0017045108,0.0015749747,0.001407596
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004464027,0.004366837,0.004464027,0.0044185407
