Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9641596,0.7222051,0.9703689,0.74562556,0.72878754
20.00,0.8719697,0.5215802,0.89267486,0.5559575,0.53113127
30.00,0.7495509,0.37668788,0.78714806,0.41453615,0.3870819
40.00,0.6113558,0.2720459,0.66429335,0.30908874,0.28210047
50.00,0.4689844,0.19647296,0.5330047,0.23046447,0.2055913
60.00,0.34415513,0.14189377,0.4139053,0.1718402,0.14983238
70.00,0.23248243,0.1024764,0.30072075,0.12812845,0.10919597
80.00,0.14935598,0.07400899,0.20977116,0.09553585,0.079580665
90.00,0.09054239,0.053449664,0.14061327,0.07123397,0.057997398
100.00,0.04449628,0.038601622,0.08202188,0.053113874,0.04226778
110.00,0.019172506,0.027878288,0.04235531,0.039603062,0.030804234
120.00,0.0056700786,0.020133842,0.016473042,0.029529056,0.022449743
130.00,0.002213883,0.014540764,0.0066327113,0.02201762,0.016361093
140.00,0.0011625349,0.010501414,0.0035245153,0.0164169,0.011923761
150.00,0.0,0.0075841746,0.0013396468,0.012240861,0.008689889
160.00,0.0,0.0054773297,7.3747506E-4,0.009127099,0.0063330824
170.00,0.0,0.0039557554,3.4245112E-4,0.0068053985,0.0046154717
180.00,0.0,0.0028568667,1.5860879E-4,0.0050742794,0.0033636983
190.00,0.0,0.0020632436,7.848682E-5,0.0037835124,0.0024514215
200.00,0.0,0.0014900852,5.4209384E-5,0.0028210836,0.0017865654
210.00,0.0,0.0010761471,2.824705E-5,0.0021034721,0.0013020267
220.00,0.0,7.7719893E-4,0.0,0.0015684025,9.489008E-4
