Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.81764716,0.4453734,0.84932536,0.4905275,0.33238843
20.00,0.5220223,0.19835745,0.58545107,0.24061725,0.110482074
30.00,0.28761426,0.08834313,0.3556779,0.11802938,0.036722966
40.00,0.13929911,0.039345678,0.19242331,0.057896655,0.012206289
50.00,0.059304427,0.017523518,0.09407788,0.028399901,0.004057229
60.00,0.023456888,0.007804508,0.04281283,0.013930934,0.001348576
70.00,0.008513944,0.00347592,0.018214827,0.0068335063,4.4825108E-4
80.00,0.002556026,0.0015480823,0.00622643,0.0033520227,1.4899348E-4
90.00,5.244445E-4,6.8947463E-4,0.0017394095,0.0016442593,4.952371E-5
100.00,3.0917485E-4,3.0707364E-4,6.4491556E-4,8.0655445E-4,1.6461108E-5
110.00,0.0,1.3676244E-4,5.229734E-5,3.9563715E-4,5.4714824E-6
120.00,0.0,6.0910344E-5,6.6252137E-6,1.940709E-4,1.8186574E-6
130.00,0.0,2.7127846E-5,0.0,9.5197116E-5,6.045007E-7
