Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0035867803,0.001926787,0.0024248655,0.0016317351
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.7784918E-4,2.5006194E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0025511608,0.002015078,0.0016923541,0.0015925005
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.5984264E-4,8.989403E-4,9.345836E-4,9.105039E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0018186492,0.0015769112,0.001641836,0.0015488463
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0010861377,8.965319E-4,8.082885E-4,7.3598884E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0092448,0.008690561,0.0090932455,0.008564541
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0017176131,0.001670485,0.0017176131,0.0016866197
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.001515541,0.0014113807,0.0013639869,0.0013229109
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0013134689,5.76749E-4,3.5362624E-4,2.4881627E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0034099673,0.002896829,0.003182636,0.0030701784
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0051780986,0.0031606455,0.003283672,0.002884485
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0054559475,0.0053725797,0.0054054293,0.005334144
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.012200105,0.008161314,0.0107350815,0.008295374
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0054054293,0.005345305,0.0054054293,0.0053378474
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0055064657,0.0053587975,0.0054559475,0.005357654
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.006137941,0.0058312477,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],4.2940327E-4,3.5454633E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0029300458,0.0026970159,0.0026521967,0.0025755048
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0066936393,0.0037269532,0.005077062,0.0035739946
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0030816,0.0030059067,0.003056341,0.003020457
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0023238296,0.0018321102,0.0013892459,0.0011867848
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.008360734,0.0081642885,0.0083102165,0.008130936
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.007906072,0.0043413346,0.0053549116,0.0038520016
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.010053089,0.007317373,0.0057085375,0.005426853
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.010053089,0.007317373,0.006314754,0.0058848835
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.007299856,0.0071785045,0.007299856,0.007206884
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.008436511,0.0049055596,0.0075777047,0.0067213397
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.005885351,0.0038831674,0.0027027146,0.002174303
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.005001285,0.00376541,0.003233154,0.0029731526
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.007299856,0.007082323,0.007299856,0.0072051813
