Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,192.82,0.005186226,205,222.73,0.0044896645,177.3
SSanAndreasIndio,277.37,0.0036053,158.13,0.0063239466,250,169.27,0.005907807,233.52
SSAFMCreek1000Palms,261.33,0.0038266,1702.10,5.8750866E-4,22,2476.81,4.037459E-4,14.83
NSanAndreasFortRoss,306.28,0.003265,185.21,0.0053991457,214,187.47,0.0053343084,211.42
NSanAndreasNorthCoast,263.87,0.0037898,183.49,0.005449842,216,186.66,0.0053572273,212.3
CalaverasfaultNorth,618.05,0.001618,411.11,0.0024324367,96,602.64,0.0016593535,65.44
ElsinoreTemecula,1019.16,9.812E-4,622.43,0.001606608,64,649.46,0.0015397376,61.3
ElsinoreWhittier,3196.93,3.128E-4,1253.95,7.9748046E-4,32,1386.03,7.2148413E-4,28.89
SSAFCarrizoBidart,114.71,0.0087179,120.35,0.008308948,329,122.85,0.008139906,322.28
SanJacintoHogLake,311.78,0.0032074,326.29,0.003064739,121,329.99,0.003030368,119.62
PuenteHills,3506.31,2.852E-4,4933.16,2.0270985E-4,8,5212.84,1.9183397E-4,7.43
SanGregorioNorth,1019.06,9.813E-4,375.33,0.0026643255,105,385.97,0.0025908952,102.1
SanJacintoSuperstition,508.26,0.0019675,1116.25,8.958605E-4,35,1215.37,8.227928E-4,32.16
SSanAndreasWrightwood,106.04,0.0094304,137.15,0.0072913375,289,138.90,0.007199477,285.36
SSanAndreasPitmanCanyon,173.48,0.0057643,124.60,0.008025534,318,141.98,0.007043125,279.07
SSanAndreasPlungeCreek,205.36,0.0048695,371.08,0.0026948038,107,460.28,0.0021725863,86.25
FrazierMountianSSAF,148.57,0.0067307,109.96,0.009094246,360,115.47,0.008660269,342.77
NSanAndreasSantaCruzSeg,109.84,0.0091041,93.19,0.010730632,425,120.22,0.008317758,329.27
RodgersCreek,325.31,0.003074,197.23,0.0050702174,201,279.37,0.0035794713,141.64
GreenValleyMasonRoad,293.31,0.0034094,3194.09,3.1307788E-4,13,4639.74,2.1552939E-4,8.95
HaywardfaultNorth,318.34,0.0031413,313.75,0.003187247,126,324.14,0.0030850896,121.88
HaywardfaultSouth,167.57,0.0059677,310.20,0.0032237163,127,347.62,0.0028767022,113.2
Compton,2658.16,3.762E-4,5755.35,1.737513E-4,7,6432.66,1.5545676E-4,6.18
SSanAndreasCoachella,178.45,0.0056037,164.75,0.006069973,240,176.75,0.005657745,223.7
ElsinoreGlenIvy,179.12,0.0055828,562.37,0.001778177,70,607.51,0.0016460622,64.81
GarlockCentralallevents,1434.93,6.969E-4,580.68,0.0017221168,68,592.93,0.0016865339,66.58
NSanAndreasAlderCreek,869.64,0.0011499,185.21,0.0053991457,214,187.90,0.0053219893,210.91
SSanAndreasPallettCreek,149.30,0.006698,137.15,0.0072913375,289,139.09,0.0071893977,284.95
GarlockWesternallevents,1230.16,8.129E-4,718.80,0.0013911999,55,744.16,0.001343802,53.14
ElsinoreFaultJulian,3250.98,3.076E-4,1089.52,9.178388E-4,37,1117.45,8.9489284E-4,36.1
TOTAL,9.08,0.1101451,14.61,0.0684453,2708,16.28,0.061443545,2430.94
