Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9925807,0.8679193,0.9929351,0.8708395,0.72878754
20.00,0.9720816,0.7532839,0.97343475,0.7583614,0.53113127
30.00,0.9421134,0.6537897,0.9446078,0.66041106,0.3870819
40.00,0.9069486,0.5674367,0.9108787,0.575112,0.28210047
50.00,0.8574664,0.49248925,0.8634163,0.50083023,0.2055913
60.00,0.80607045,0.42744094,0.81376004,0.43614274,0.14983238
70.00,0.74873626,0.37098423,0.75792295,0.37981033,0.10919597
80.00,0.68495363,0.32198438,0.6968251,0.33075383,0.079580665
90.00,0.61083186,0.27945647,0.6252044,0.2880335,0.057997398
100.00,0.545404,0.24254566,0.56057894,0.25083092,0.04226778
110.00,0.47613886,0.21051006,0.4924717,0.21843347,0.030804234
120.00,0.42146793,0.18270575,0.4388799,0.19022049,0.022449743
130.00,0.36832088,0.15857385,0.38523,0.16565152,0.016361093
140.00,0.30850145,0.1376293,0.32683516,0.14425588,0.011923761
150.00,0.25906682,0.119451135,0.27671832,0.12562372,0.008689889
160.00,0.2073686,0.10367394,0.22385766,0.10939809,0.0063330824
170.00,0.15912752,0.08998062,0.1738021,0.095268175,0.0046154717
180.00,0.1324904,0.07809592,0.14563525,0.08296329,0.0033636983
190.00,0.09799495,0.06778096,0.1095253,0.07224771,0.0024514215
200.00,0.069203794,0.0588284,0.079390794,0.06291615,0.0017865654
210.00,0.053308517,0.051058304,0.060660742,0.05478987,0.0013020267
220.00,0.03193891,0.04431449,0.03753026,0.047713183,9.489008E-4
230.00,0.016165307,0.0384614,0.018910322,0.041550525,6.915471E-4
240.00,0.007986021,0.03338139,0.010121083,0.036183838,5.039909E-4
250.00,0.0,0.028972354,0.0018845471,0.031510312,3.673023E-4
260.00,0.0,0.025145667,0.0013788847,0.027440425,2.6768536E-4
270.00,0.0,0.021824408,9.7418664E-4,0.023896204,1.9508575E-4
280.00,0.0,0.018941825,6.6234276E-4,0.020809758,1.4217607E-4
290.00,0.0,0.016439976,4.1196102E-4,0.01812196,1.0361615E-4
300.00,0.0,0.014268573,2.1941448E-4,0.015781317,7.551416E-5
310.00,0.0,0.01238397,1.4114928E-4,0.0137429945,5.503378E-5
320.00,0.0,0.010748287,4.144213E-5,0.011967942,4.0107934E-5
330.00,0.0,0.009328646,3.420339E-5,0.010422156,2.9230163E-5
340.00,0.0,0.0080965115,2.6964648E-5,0.009076025,2.1302578E-5
350.00,0.0,0.007027119,0.0,0.007903761,1.5525055E-5
