Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,633.82,0.0015777417,92,683.35,0.0014633707,85.36
SSanAndreasIndio,277.37,0.0036053,318.50,0.0031396898,182,324.93,0.0030776109,178.4
SSAFMCreek1000Palms,261.33,0.0038266,2613.47,3.8263298E-4,22,3133.59,3.1912266E-4,18.26
NSanAndreasFortRoss,306.28,0.003265,284.69,0.003512639,203,287.86,0.003473869,200.75
NSanAndreasNorthCoast,263.87,0.0037898,284.69,0.003512639,203,287.87,0.0034738032,200.71
CalaverasfaultNorth,618.05,0.001618,1466.04,6.8210834E-4,40,1759.17,5.684492E-4,33.32
ElsinoreTemecula,1019.16,9.812E-4,1124.11,8.895943E-4,51,1155.56,8.653844E-4,49.58
ElsinoreWhittier,3196.93,3.128E-4,2878.94,3.4735032E-4,20,2922.59,3.4216247E-4,19.68
SSAFCarrizoBidart,114.71,0.0087179,227.63,0.0043930886,255,230.49,0.004338641,251.83
SanJacintoHogLake,311.78,0.0032074,493.50,0.0020263619,117,498.87,0.0020045163,115.71
PuenteHills,3506.31,2.852E-4,58028.16,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,670.00,0.0014925482,87,678.12,0.0014746758,85.95
SanJacintoSuperstition,508.26,0.0019675,2026.56,4.9344636E-4,28,2134.09,4.6858442E-4,26.59
SSanAndreasWrightwood,106.04,0.0094304,226.17,0.0044215303,256,228.40,0.004378333,253.5
SSanAndreasPitmanCanyon,173.48,0.0057643,234.44,0.0042654765,247,245.40,0.0040749516,235.75
SSanAndreasPlungeCreek,205.36,0.0048695,2283.71,4.378849E-4,25,2840.55,3.520442E-4,19.96
FrazierMountianSSAF,148.57,0.0067307,213.60,0.0046816203,271,217.52,0.0045973747,266.12
NSanAndreasSantaCruzSeg,109.84,0.0091041,330.31,0.00302746,176,343.78,0.002908854,169.11
RodgersCreek,325.31,0.003074,759.10,0.0013173578,77,803.41,0.0012446936,72.75
GreenValleyMasonRoad,293.31,0.0034094,58028.16,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,605.09,0.001652644,96,616.29,0.0016226015,94.25
HaywardfaultSouth,167.57,0.0059677,823.66,0.0012140963,71,859.17,0.0011639197,68.02
Compton,2658.16,3.762E-4,58028.16,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,322.06,0.003104997,180,326.88,0.0030592165,177.34
ElsinoreGlenIvy,179.12,0.0055828,1102.07,9.0738625E-4,52,1129.31,8.8549696E-4,50.76
GarlockCentralallevents,1434.93,6.969E-4,918.44,0.0010887994,64,927.71,0.0010779233,63.36
NSanAndreasAlderCreek,869.64,0.0011499,284.69,0.003512639,203,287.79,0.0034747587,200.79
SSanAndreasPallettCreek,149.30,0.006698,226.17,0.0044215303,256,228.76,0.0043713613,253.06
GarlockWesternallevents,1230.16,8.129E-4,1403.23,7.1264076E-4,41,1420.27,7.0409366E-4,40.49
ElsinoreFaultJulian,3250.98,3.076E-4,1855.68,5.388852E-4,31,1900.17,5.262679E-4,30.27
TOTAL,9.08,0.1101451,32.02,0.0312309,1812,32.76,0.030527463,1771.18
