Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,393.10,0.0025438552,1056,421.19,0.0023741976,985.52
SSanAndreasIndio,277.37,0.0036053,232.72,0.004297011,1783,239.76,0.0041709174,1730.64
SSAFMCreek1000Palms,261.33,0.0038266,1268.41,7.883901E-4,327,1581.02,6.3250284E-4,262.3
NSanAndreasFortRoss,306.28,0.003265,203.28,0.00491936,2042,206.49,0.0048427624,2010.21
NSanAndreasNorthCoast,263.87,0.0037898,175.78,0.005688894,2361,179.67,0.0055657392,2309.91
CalaverasfaultNorth,618.05,0.001618,611.11,0.0016363693,679,717.17,0.0013943766,578.45
ElsinoreTemecula,1019.16,9.812E-4,1064.35,9.3954324E-4,390,1095.06,9.1319013E-4,379.03
ElsinoreWhittier,3196.93,3.128E-4,2210.65,4.5235557E-4,188,2256.78,4.431095E-4,184.17
SSAFCarrizoBidart,114.71,0.0087179,137.56,0.0072695524,3016,141.98,0.0070430925,2922.01
SanJacintoHogLake,311.78,0.0032074,368.94,0.002710494,1125,373.60,0.00267666,1110.96
PuenteHills,3506.31,2.852E-4,11824.74,8.4568484E-5,35,12915.02,7.7429206E-5,32.02
SanGregorioNorth,1019.06,9.813E-4,584.58,0.001710633,709,597.70,0.0016730882,693.41
SanJacintoSuperstition,508.26,0.0019675,1217.40,8.214204E-4,341,1248.59,8.009027E-4,332.48
SSanAndreasWrightwood,106.04,0.0094304,168.27,0.0059428755,2466,170.22,0.005874816,2437.73
SSanAndreasPitmanCanyon,173.48,0.0057643,188.79,0.0052967537,2198,201.46,0.004963879,2059.87
SSanAndreasPlungeCreek,205.36,0.0048695,416.39,0.0024015922,997,437.54,0.0022855208,948.82
FrazierMountianSSAF,148.57,0.0067307,134.02,0.0074617444,3096,140.29,0.00712822,2957.61
NSanAndreasSantaCruzSeg,109.84,0.0091041,331.04,0.0030208223,1254,343.89,0.002907943,1207.15
RodgersCreek,325.31,0.003074,633.01,0.0015797628,656,661.77,0.0015111043,627.49
GreenValleyMasonRoad,293.31,0.0034094,414986.20,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,633.54,0.0015784437,655,650.40,0.0015375079,637.98
HaywardfaultSouth,167.57,0.0059677,592.58,0.0016875404,701,611.17,0.001636219,679.68
Compton,2658.16,3.762E-4,6878.91,1.4537195E-4,60,7337.09,1.3629373E-4,56.3
SSanAndreasCoachella,178.45,0.0056037,234.30,0.004268075,1771,240.44,0.00415898,1725.73
ElsinoreGlenIvy,179.12,0.0055828,1070.84,9.338441E-4,387,1103.24,9.06422E-4,375.64
GarlockCentralallevents,1434.93,6.969E-4,745.83,0.0013407882,557,756.92,0.0013211502,548.81
NSanAndreasAlderCreek,869.64,0.0011499,209.01,0.0047843847,1986,212.40,0.0047080033,1954.24
SSanAndreasPallettCreek,149.30,0.006698,168.20,0.0059452867,2467,170.12,0.005878167,2439.13
GarlockWesternallevents,1230.16,8.129E-4,1012.62,9.8754E-4,409,1028.01,9.7275106E-4,402.89
ElsinoreFaultJulian,3250.98,3.076E-4,1912.60,5.2284973E-4,217,1947.18,5.135641E-4,213.14
TOTAL,9.08,0.1101451,19.91,0.050220497,20840,20.47,0.04886075,20275.77
