Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,406.60,0.0024594464,1241,459.48,0.0021763719,1097.46
SSanAndreasIndio,277.37,0.0036053,183.25,0.005457044,3416,190.36,0.005253337,3288.51
SSAFMCreek1000Palms,261.33,0.0038266,2440.05,4.0982722E-4,60,3244.99,3.081676E-4,44.99
NSanAndreasFortRoss,306.28,0.003265,235.56,0.0042452766,2659,238.92,0.0041854596,2621.51
NSanAndreasNorthCoast,263.87,0.0037898,232.06,0.0043091634,2699,235.70,0.004242657,2657.35
CalaverasfaultNorth,618.05,0.001618,1133.83,8.8197005E-4,553,1448.05,6.9058343E-4,433.03
ElsinoreTemecula,1019.16,9.812E-4,939.78,0.0010640778,666,959.85,0.0010418345,652.05
ElsinoreWhittier,3196.93,3.128E-4,1967.43,5.082775E-4,318,2032.52,4.919992E-4,307.81
SSAFCarrizoBidart,114.71,0.0087179,169.02,0.0059165945,3705,171.90,0.0058174036,3642.85
SanJacintoHogLake,311.78,0.0032074,489.30,0.0020437564,1280,494.26,0.0020232077,1267.11
PuenteHills,3506.31,2.852E-4,7118.23,1.4048428E-4,88,7502.18,1.3329458E-4,83.52
SanGregorioNorth,1019.06,9.813E-4,474.25,0.002108603,1320,486.27,0.0020564622,1287.33
SanJacintoSuperstition,508.26,0.0019675,1730.13,5.779922E-4,362,1781.91,5.6119566E-4,351.5
SSanAndreasWrightwood,106.04,0.0094304,203.55,0.0049127433,3077,205.93,0.0048560635,3041.49
SSanAndreasPitmanCanyon,173.48,0.0057643,215.61,0.0046380386,2905,221.43,0.0045161447,2828.61
SSanAndreasPlungeCreek,205.36,0.0048695,2649.88,3.77375E-4,116,3002.76,3.3302713E-4,95.88
FrazierMountianSSAF,148.57,0.0067307,152.53,0.0065560695,4106,157.41,0.0063527175,3978.63
NSanAndreasSantaCruzSeg,109.84,0.0091041,233.87,0.00427584,2678,242.85,0.004117802,2578.99
RodgersCreek,325.31,0.003074,439.79,0.0022738073,1421,491.47,0.0020347245,1271.63
GreenValleyMasonRoad,293.31,0.0034094,4166.82,2.3999116E-4,151,4469.53,2.2373704E-4,140.81
HaywardfaultNorth,318.34,0.0031413,428.73,0.0023324536,1461,442.22,0.0022613197,1416.39
HaywardfaultSouth,167.57,0.0059677,606.81,0.0016479669,1032,655.65,0.0015252151,955.14
Compton,2658.16,3.762E-4,7131.99,1.402134E-4,87,7524.51,1.3289905E-4,82.48
SSanAndreasCoachella,178.45,0.0056037,184.27,0.0054266825,3397,191.52,0.00522128,3268.43
ElsinoreGlenIvy,179.12,0.0055828,736.65,0.0013575036,850,769.88,0.0012988969,813.29
GarlockCentralallevents,1434.93,6.969E-4,785.07,0.0012737736,797,798.48,0.0012523748,783.61
NSanAndreasAlderCreek,869.64,0.0011499,240.07,0.004165418,2609,243.45,0.004107547,2572.73
SSanAndreasPallettCreek,149.30,0.006698,201.13,0.0049718367,3114,203.53,0.004913164,3077.22
GarlockWesternallevents,1230.16,8.129E-4,988.42,0.0010117132,633,1008.55,9.915229E-4,620.38
ElsinoreFaultJulian,3250.98,3.076E-4,1461.10,6.84415E-4,428,1499.15,6.67043E-4,416.93
TOTAL,9.08,0.1101451,22.62,0.04421199,27690,23.37,0.042785242,26796.45
