Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],3.640493E-4,2.2754814E-4,8.8297925E-4,6.91621E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.139588E-4,1.9662805E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0016462054,0.0013766487,0.0012981232,0.0012556497
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.0054306E-4,8.0831704E-4,6.833908E-4,6.6580216E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.001315687,0.0011438977,0.0010666007,0.001041932
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0010474401,7.5193984E-4,5.07753E-4,4.907986E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.00703669,0.0063561527,0.0064570853,0.006213865
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0013731684,0.0013080445,0.0012725759,0.0012511676
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0011512261,0.0010510354,0.0010091192,9.88271E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],8.925595E-4,4.6085083E-4,2.3950613E-4,2.207568E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0031455138,0.0025302353,0.0023327896,0.0022613206
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0024828801,0.0011764617,0.0016158681,0.001508024
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0043111104,0.004168138,0.0041642133,0.004106783
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.00598446,0.004549952,0.0042759827,0.0041184556
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004371785,0.0042664907,0.0042504356,0.004188201
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.004612888,0.004269382,0.0043095136,0.0042437306
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.004713481,0.004419182,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],3.1934152E-4,2.5035485E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0028517197,0.00227885,0.002107654,0.0020542305
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0038193243,0.0017484151,0.0022689214,0.002030146
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020437855,0.0020174698,0.0020437855,0.0020232666
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0023136293,0.0012458496,9.516377E-4,8.603889E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0066023855,0.006148532,0.005934962,0.0058321576
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0042296783,0.0016993991,0.0018745346,0.0014840028
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0074119163,0.005841426,0.005307456,0.0051170727
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0074119163,0.005841426,0.005454353,0.0052547925
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0050424025,0.0049339267,0.0049641635,0.0049049533
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.006164888,0.0034296683,0.004590534,0.0044620275
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],3.1455138E-4,1.6837302E-4,1.8521807E-4,1.51791E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0035494808,0.0025303438,0.0024062383,0.002113992
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004973744,0.0048323427,0.0049146656,0.0048598405
