Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.98627615,0.8191329,0.9872641,0.8249975,0.72878754
20.00,0.9471606,0.6709787,0.9507599,0.68062085,0.53113127
30.00,0.89015925,0.54962075,0.8972266,0.5615105,0.3870819
40.00,0.81660104,0.45021242,0.827412,0.46324474,0.28210047
50.00,0.737627,0.3687838,0.7519055,0.38217574,0.2055913
60.00,0.65677476,0.30208296,0.6741859,0.31529403,0.14983238
70.00,0.57116526,0.24744608,0.5918328,0.2601168,0.10919597
80.00,0.4843829,0.20269123,0.5071091,0.21459569,0.079580665
90.00,0.4046322,0.16603105,0.42831004,0.1770409,0.057997398
100.00,0.32680312,0.1360015,0.3507737,0.1460583,0.04226778
110.00,0.25471085,0.111403294,0.27774334,0.12049773,0.030804234
120.00,0.19237526,0.09125411,0.21391872,0.099410325,0.022449743
130.00,0.13708681,0.07474924,0.15682648,0.082013264,0.016361093
140.00,0.09651485,0.06122956,0.11349676,0.06766074,0.011923761
150.00,0.06314215,0.050155148,0.076870576,0.05581994,0.008689889
160.00,0.039899837,0.04108373,0.050600104,0.04605131,0.0063330824
170.00,0.022253545,0.033653036,0.029969934,0.037992213,0.0046154717
180.00,0.011848066,0.027566308,0.016444197,0.031343482,0.0033636983
190.00,0.0060304548,0.02258047,0.008527848,0.025858294,0.0024514215
200.00,0.0027340828,0.018496405,0.004448801,0.021333028,0.0017865654
210.00,6.364138E-4,0.015151015,0.0011982294,0.017599694,0.0013020267
220.00,0.0,0.012410695,5.721845E-4,0.014519703,9.489008E-4
230.00,0.0,0.010166008,4.0171595E-4,0.011978718,6.915471E-4
240.00,0.0,0.008327312,2.4281381E-4,0.009882413,5.039909E-4
250.00,0.0,0.006821175,1.6015643E-4,0.008152965,3.673023E-4
260.00,0.0,0.005587449,8.7200744E-5,0.006726176,2.6768536E-4
270.00,0.0,0.0045768633,4.4654873E-5,0.0055490783,1.9508575E-4
280.00,0.0,0.003749059,8.390782E-6,0.0045779757,1.4217607E-4
290.00,0.0,0.0030709777,6.3688867E-6,0.0037768183,1.0361615E-4
300.00,0.0,0.0025155388,0.0,0.0031158656,7.551416E-5
