Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9744803,0.76247686,0.977925,0.77777183,0.72878754
20.00,0.9075326,0.58137095,0.9194941,0.604929,0.53113127
30.00,0.8116563,0.44328192,0.8345835,0.4704967,0.3870819
40.00,0.7049552,0.33799222,0.73773,0.36593908,0.28210047
50.00,0.59008133,0.25771123,0.6315979,0.2846171,0.2055913
60.00,0.47609162,0.19649886,0.52271897,0.22136715,0.14983238
70.00,0.36114463,0.14982584,0.4129482,0.17217313,0.10919597
80.00,0.2620573,0.11423873,0.31251132,0.1339114,0.079580665
90.00,0.1800514,0.087104395,0.22782597,0.104152516,0.057997398
100.00,0.12199613,0.06641509,0.16470808,0.081006885,0.04226778
110.00,0.07738196,0.050639965,0.111580566,0.06300487,0.030804234
120.00,0.045835376,0.038611803,0.06903504,0.049003415,0.022449743
130.00,0.02135351,0.029440606,0.03752345,0.038113475,0.016361093
140.00,0.007857791,0.022447782,0.01687298,0.029643584,0.011923761
150.00,0.0025957501,0.017115913,0.006633457,0.023055945,0.008689889
160.00,0.0010362937,0.013050488,0.0028848802,0.017932264,0.0063330824
170.00,6.7642477E-4,0.009950696,0.0014706724,0.013947209,0.0046154717
180.00,0.0,0.0075871754,5.472641E-4,0.010847745,0.0033636983
190.00,0.0,0.0057850457,3.2673535E-4,0.008437071,0.0024514215
200.00,0.0,0.0044109635,1.8869033E-4,0.0065621156,0.0017865654
210.00,0.0,0.0033632577,7.525372E-5,0.005103829,0.0013020267
220.00,0.0,0.0025644063,4.1695806E-5,0.003969614,9.489008E-4
230.00,0.0,0.0019553003,2.36234E-5,0.0030874538,6.915471E-4
240.00,0.0,0.0014908713,0.0,0.0024013345,5.039909E-4
