Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,624.77,0.0016005869,858,675.46,0.0014804829,793.5
SSanAndreasIndio,277.37,0.0036053,319.21,0.0031327365,1682,325.98,0.003067658,1647.07
SSAFMCreek1000Palms,261.33,0.0038266,2147.40,4.6567927E-4,250,2688.79,3.719141E-4,199.57
NSanAndreasFortRoss,306.28,0.003265,280.74,0.003562066,1913,283.61,0.0035259442,1893.6
NSanAndreasNorthCoast,263.87,0.0037898,281.18,0.0035564771,1910,284.88,0.0035102707,1885.17
CalaverasfaultNorth,618.05,0.001618,1365.95,7.320913E-4,393,1624.79,6.1546586E-4,330.24
ElsinoreTemecula,1019.16,9.812E-4,1124.28,8.8946166E-4,477,1152.11,8.6797256E-4,465.5
ElsinoreWhittier,3196.93,3.128E-4,2710.46,3.6894137E-4,198,2775.65,3.602754E-4,193.34
SSAFCarrizoBidart,114.71,0.0087179,224.55,0.0044534192,2392,226.91,0.0044070403,2367.08
SanJacintoHogLake,311.78,0.0032074,490.48,0.0020388335,1095,495.71,0.002017328,1083.42
PuenteHills,3506.31,2.852E-4,537009.51,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,640.01,0.0015624765,839,651.54,0.0015348262,824.14
SanJacintoSuperstition,508.26,0.0019675,2017.30,4.957131E-4,266,2099.77,4.7624196E-4,255.58
SSanAndreasWrightwood,106.04,0.0094304,221.67,0.0045111836,2423,223.97,0.004464792,2398.03
SSanAndreasPitmanCanyon,173.48,0.0057643,230.72,0.004334238,2328,241.18,0.004146353,2227.06
SSanAndreasPlungeCreek,205.36,0.0048695,2707.83,3.6929885E-4,199,3224.12,3.1016185E-4,166.89
FrazierMountianSSAF,148.57,0.0067307,209.31,0.0047775335,2566,213.18,0.0046909233,2519.5
NSanAndreasSantaCruzSeg,109.84,0.0091041,322.25,0.0031032134,1666,336.01,0.0029761216,1597.79
RodgersCreek,325.31,0.003074,733.22,0.0013638384,732,781.33,0.0012798677,686.89
GreenValleyMasonRoad,293.31,0.0034094,537009.51,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,603.23,0.0016577506,890,615.35,0.0016250992,872.48
HaywardfaultSouth,167.57,0.0059677,778.77,0.0012840838,689,819.15,0.0012207824,654.98
Compton,2658.16,3.762E-4,537009.51,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,319.78,0.0031271456,1679,325.80,0.0030693912,1648
ElsinoreGlenIvy,179.12,0.0055828,1134.15,8.817194E-4,473,1155.57,8.6537463E-4,464.21
GarlockCentralallevents,1434.93,6.969E-4,909.77,0.001099181,591,920.96,0.0010858186,583.8
NSanAndreasAlderCreek,869.64,0.0011499,279.57,0.0035769702,1921,282.55,0.0035392435,1900.73
SSanAndreasPallettCreek,149.30,0.006698,221.49,0.004514909,2425,223.79,0.0044685695,2400.1
GarlockWesternallevents,1230.16,8.129E-4,1360.83,7.3484605E-4,395,1374.68,7.274427E-4,391
ElsinoreFaultJulian,3250.98,3.076E-4,1779.63,5.619155E-4,302,1824.46,5.4810813E-4,294.54
TOTAL,9.08,0.1101451,31.02,0.032239553,17313,31.80,0.031444438,16886.04
