Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],9.869471E-4,5.615096E-4,7.318306E-4,6.1484135E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],9.124606E-5,7.947573E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.001415245,0.0011055142,8.826659E-4,8.657173E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.7782786E-4,6.105307E-4,5.6237367E-4,5.4957106E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011396446,9.391832E-4,8.863903E-4,8.601625E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.070656E-4,4.720491E-4,3.6870854E-4,3.5935297E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0048676976,0.004670165,0.0047950735,0.004695824
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0011135744,0.0010732581,0.0011042635,0.0010906104
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],7.4114144E-4,7.075409E-4,7.3555496E-4,7.2787463E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0,0.0,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019012699,0.0016398062,0.0016573264,0.0016247948
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0022029404,0.0014553058,0.0012997908,0.00123112
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.00357908,0.0035373461,0.0035753557,0.0035372912
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0045343703,0.0035400188,0.0031023659,0.0029760725
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0035660448,0.0035215057,0.0035641827,0.0035276227
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0035641827,0.0034744542,0.003556734,0.003510607
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0037652964,0.0036344007,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.4897315E-4,1.12798836E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0016517398,0.001508527,0.0015623559,0.0015351084
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0017448481,0.0012982249,0.0013631043,0.00127832
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020465187,0.0019979419,0.00203907,0.0020179907
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0019627213,0.0012335187,7.8210904E-4,7.128935E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0044785053,0.004333119,0.004458022,0.0044096205
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0025455789,0.0015789897,0.0015139397,0.0012826985
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.00575595,0.004257192,0.0031023659,0.0030532882
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.00575595,0.004257192,0.0031321605,0.0030678133
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0045250594,0.004451731,0.004515749,0.004469815
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.004618168,0.0029424422,0.0041731102,0.0040090135
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],5.195439E-4,3.1052588E-4,3.7057072E-4,3.1048612E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0026126166,0.0017199753,0.0015046288,0.0013032892
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0045138868,0.0044180523,0.0045120246,0.004465458
